question,question_ids,answer,answer_ids
", all police forces throughout Germany were united under the purview of Himmler and the SS. Himmler and Heydrich thus became two","[204, 23, 455, 3996, 6389, 3151, 6508, 646, 17941, 813, 248, 1274, 1057, 275, 370, 6645, 2239, 273, 248, 15493, 204, 25, 370, 6645, 2239, 273, 707, 3499, 7936, 5227, 3569, 847]",reichen,53195
" Friends. Six members of the public, named Barrington, Bob, Dave, David, Jessica and Shirine, were selected","[13725, 204, 25, 12732, 2094, 275, 248, 1202, 204, 23, 5200, 2958, 26479, 204, 23, 9151, 204, 23, 12623, 204, 23, 4653, 204, 23, 19589, 273, 29027, 438, 204, 23, 646, 5683]",absor,60729
"th Bomber Squadron ), Major John F. Wedding ( 468th Bomb Group ) and Captain Theodore R. Finder ( 40","[420, 33943, 552, 56647, 204, 20, 204, 23, 12461, 2345, 378, 25, 15607, 204, 19, 204, 45833, 420, 27079, 3814, 204, 20, 273, 14168, 51511, 382, 25, 45496, 204, 19, 204, 1738]", Restaurant,14869
" now eastern Hampshire had been placed under Æthelwealh's control by Wulfhere ; the Chronicle dates this to 661,","[849, 16896, 22666, 618, 650, 5394, 813, 767, 212, 36928, 698, 268, 83, 204, 18, 94, 1873, 431, 367, 7828, 683, 204, 38, 248, 39437, 8422, 414, 271, 204, 48426, 204, 23]", Indie,48380
. Chris Brown had an additional 19 carries for 74 yards and two touchdowns as Patrick's backup. At the end of the day ,"[204, 25, 7911, 6301, 618, 267, 3149, 204, 660, 14504, 312, 204, 10208, 10027, 273, 847, 33641, 345, 13034, 204, 18, 94, 11728, 204, 25, 1570, 248, 991, 275, 248, 1002, 204]", comorbid,55019
" the UK. BRMB gave him his job back, after which he successfully applied to Midlands Today at the BBC's Pebble Mill Studios in","[248, 3824, 204, 25, 15481, 10746, 3416, 801, 545, 1630, 743, 204, 23, 852, 585, 332, 7818, 5989, 271, 52243, 6199, 388, 248, 15097, 204, 18, 94, 59818, 835, 8098, 19930, 272]", lime,20824
", 21 U.S. ( 8 Wheat. ) 464 ( 1823 ). [ 37 ","[23, 204, 1868, 493, 25, 62, 25, 204, 19, 204, 35, 38004, 204, 25, 204, 20, 204, 42467, 204, 19, 204, 14559, 30, 204, 20, 204, 25, 204, 70, 204, 3597, 204]", albums,17968
" from animal testing salvia appears to not be addictive, also the intensity of the experience creates a dysphoria that causes people not to return to the drug","[427, 5985, 4906, 1527, 12936, 5741, 271, 416, 314, 31061, 204, 23, 614, 248, 14062, 275, 248, 1417, 8176, 241, 9916, 747, 5825, 325, 6255, 692, 416, 271, 1161, 271, 248, 4800]",ningen,28122
" behaved inappropriately, and that he and Hurlbut had talked after the incident and fully resolved the issue. Bale acknowledged that the two worked together","[54715, 272, 15700, 1450, 204, 23, 273, 325, 332, 273, 370, 4584, 3945, 618, 8242, 852, 248, 8549, 273, 3894, 15974, 248, 2645, 204, 25, 60329, 18259, 325, 248, 847, 3320, 1774]",uv,8250
" camera, she highlights and plays with her hair. The action shifts from the double wide to a sunny summer backyard barbecue, where Beyoncé and her","[5040, 204, 23, 674, 11186, 273, 6763, 335, 573, 2850, 204, 25, 390, 2696, 18283, 427, 248, 3923, 3436, 271, 241, 19543, 3550, 17627, 31817, 204, 23, 881, 39650, 43021, 273, 573]",tensor,40958
" The librarian, who had requested the book for the library, returned the presentation copy to Wilde with a note of apology. Richard Ellmann argues that","[390, 45323, 204, 23, 569, 618, 10810, 248, 1204, 312, 248, 6368, 204, 23, 5887, 248, 7916, 4194, 271, 51364, 335, 241, 3889, 275, 29045, 204, 25, 8364, 7774, 10322, 22669, 325]", Fotos,55465
" chansons de geste celebrating the exploits of Godfrey of Bouillon and other crusaders. Some of these, such as the Chanson d ","[425, 501, 690, 336, 61047, 16188, 248, 44975, 275, 1750, 48473, 275, 16070, 18857, 273, 599, 46240, 22310, 204, 25, 2660, 275, 783, 204, 23, 963, 345, 248, 636, 23749, 265, 204]",ansom,23551
 first goal of the 2008 – 09 season in Stevenage's first win of the season ; a 3 – 1,"[772, 3481, 275, 248, 204, 853, 35, 204, 600, 204, 3614, 2120, 272, 13099, 484, 204, 18, 94, 772, 1596, 275, 248, 2120, 204, 38, 241, 204, 30, 204, 600, 204, 28]", pomp,48603
" Max Martin and Savan Kotecha for Lewis's second studio album, Echo ( 2009 ). Production of the song","[6275, 7772, 273, 10468, 257, 531, 1401, 4733, 312, 11764, 204, 18, 94, 1459, 7882, 5026, 204, 23, 31762, 204, 19, 204, 853, 36, 204, 20, 204, 25, 16152, 275, 248, 3172]",śl,34491
" produce a terrestrial planet of sufficient mass to sustain it. Various elements, such as iron, magnesium, titanium, carbon, oxygen ","[4634, 241, 55953, 7712, 275, 7853, 2810, 271, 5287, 334, 204, 25, 25247, 4803, 204, 23, 963, 345, 6657, 204, 23, 27459, 204, 23, 40277, 204, 23, 7151, 204, 23, 11913, 204]",CLUDE,61391
") to the north, and the Siskiyou Summit, 23 @.@ 5 miles ( 37 @.@ ","[20, 271, 248, 6775, 204, 23, 273, 248, 51708, 3090, 5667, 17998, 204, 23, 204, 1871, 204, 43, 25, 43, 204, 32, 4794, 204, 19, 204, 3597, 204, 43, 25, 43, 204]",ton,1294
"ourer. The youth attended public school, and further educated himself in mechanical engineering via correspondence. Having been employed repairing bicycles, automobiles,","[254, 5146, 204, 25, 390, 6586, 10013, 1202, 1473, 204, 23, 273, 2515, 16668, 3448, 272, 11731, 7727, 2666, 24080, 204, 25, 9761, 650, 11289, 33408, 46155, 204, 23, 38253, 204, 23]",ricing,22717
 most advanced compositions in the concerto genre. Its early admirers included Ludwig van Beethoven and Johannes Brahms. Musicologist Arthur Hutchings considered it to,"[758, 5743, 32197, 272, 248, 9002, 534, 12042, 204, 25, 6054, 2304, 18716, 2439, 3345, 50313, 2431, 50794, 273, 34880, 60747, 1894, 204, 25, 6316, 8973, 16867, 40475, 621, 3558, 334, 271]",Tracker,48061
 with a long tail and a relatively small head. Adults had skulls up to 56 cm ( 22 in ) long and were up to,"[335, 241, 916, 6804, 273, 241, 6976, 1385, 1319, 204, 25, 30731, 618, 23046, 94, 510, 271, 204, 5499, 6401, 204, 19, 204, 1671, 272, 204, 20, 916, 273, 646, 510, 271]",ō,30382
"@ star Nick Doody, who also co @-@ writes the show with Matt Kirshen and a wider team of writers. It","[43, 4177, 9975, 361, 665, 100, 204, 23, 569, 614, 739, 204, 43, 24, 43, 10910, 248, 1049, 335, 6256, 531, 13698, 473, 273, 241, 11747, 1255, 275, 8898, 204, 25, 605]","

				",42429
 175 and 185 mph ) over southern areas of the island. Newspaper reports indicated that a gust of 272 km / h ( ,"[204, 14143, 273, 204, 11127, 24846, 204, 20, 648, 11647, 2698, 275, 248, 7498, 204, 25, 51757, 4636, 10620, 325, 241, 14052, 275, 204, 29360, 8027, 204, 26, 278, 204, 19, 204]",slaught,55858
" professor, and medical researcher. Born in Claude, Ontario, he attended and taught at the University of Toronto for most of his life,","[10065, 204, 23, 273, 3062, 20208, 204, 25, 24490, 272, 41952, 204, 23, 13805, 204, 23, 332, 10013, 273, 7366, 388, 248, 2000, 275, 11449, 312, 758, 275, 545, 1063, 204, 23]", suspects,25451
" in violation of the Treaty, and in 1935 the existence of the Luftwaffe was formally acknowledged, with Göring as Reich Aviation Minister ","[272, 16221, 275, 248, 36024, 204, 23, 273, 272, 204, 6128, 32, 248, 8508, 275, 248, 41245, 98, 23226, 398, 24360, 18259, 204, 23, 335, 54754, 1206, 345, 35542, 28537, 7247, 204]",Face,14902
" realm. After participating in the Siege of Calais in 1347, the king honoured Lancaster by including him as a founding knight of the Order","[17264, 204, 25, 2539, 11782, 272, 248, 4608, 450, 275, 2480, 1897, 272, 204, 19035, 34, 204, 23, 248, 6693, 47969, 38418, 431, 1497, 801, 345, 241, 20128, 34609, 275, 248, 8059]",Alp,25843
" Steven Banks, and was directed by Alan Smart. Brookshier and Cash also functioned as storyboard directors. The episode originally aired on Nickelode","[13099, 22265, 204, 23, 273, 398, 9009, 431, 17458, 8603, 204, 25, 23864, 63354, 273, 12146, 614, 1935, 269, 345, 1962, 3362, 15120, 204, 25, 390, 6699, 8506, 32011, 313, 39570, 1085]", wenn,12095
" comedic fashion, and said that this "" combined with the slow pace and a number of dialog scenes that can be charitably described as'character development","[58411, 5491, 204, 23, 273, 746, 325, 414, 204, 13, 6725, 335, 248, 3360, 9379, 273, 241, 1386, 275, 16909, 10463, 325, 418, 314, 1614, 21013, 5383, 345, 204, 18, 2655, 2138]", cinematic,41464
" are done feeding, but have been known to drive away wolves from kills. However, there have been confirmed reports of wolf packs killing wolverines","[362, 1782, 13213, 204, 23, 480, 413, 650, 2245, 271, 3303, 1514, 29619, 427, 20772, 204, 25, 2071, 204, 23, 629, 413, 650, 7805, 4636, 275, 18669, 17800, 10103, 251, 15491, 1061]", containing,9346
" indicated that the Kamloops dispatcher had not been paying attention, and that he should have noticed that, according to Diefenbaker ","[10620, 325, 248, 16721, 3505, 2379, 30529, 4123, 618, 416, 650, 6393, 3197, 204, 23, 273, 325, 332, 808, 413, 6900, 325, 204, 23, 2938, 271, 361, 2718, 250, 77, 3405, 204]", Respiratory,52708
" span is a riveted, 8 @-@ panel Parker through truss. The next three spans are 547 ft ( 167","[12711, 304, 241, 8623, 17006, 204, 23, 204, 35, 204, 43, 24, 43, 6172, 18462, 788, 478, 1141, 204, 25, 390, 1407, 1373, 34428, 362, 204, 47984, 12094, 204, 19, 204, 21635]", boosted,37170
" launch ramp, a B @-@ 17 Flying Fortress was modified to be able to carry the jet bomb underneath a wing and air launch it ","[5522, 15813, 204, 23, 241, 341, 204, 43, 24, 43, 204, 1392, 32679, 64827, 398, 12174, 271, 314, 1469, 271, 3837, 248, 11202, 10509, 15636, 241, 13598, 273, 1829, 5522, 334, 204]", herald,45190
"1879, at the age of 12, William was sent to a progressive boarding school, Norfolk County School ( later Watts Naval School ","[10661, 36, 204, 23, 388, 248, 2521, 275, 204, 928, 204, 23, 7533, 398, 2279, 271, 241, 13163, 25956, 1473, 204, 23, 37785, 3402, 2793, 204, 19, 2185, 37387, 32060, 2793, 204]", heures,30228
" area. Yankovic noted that the subsequent performance "" went over extremely well "". Yankovic continues to play "" Smells Like","[1766, 204, 25, 551, 924, 26116, 6674, 325, 248, 11378, 2644, 204, 13, 2129, 648, 4566, 779, 204, 13, 204, 25, 551, 924, 26116, 5758, 271, 884, 204, 13, 2668, 6437, 4787]", depths,25416
" required to do during the Down to the Countryside Movement of the Cultural Revolution. As part of the movement, Bo and the city's Media","[2554, 271, 441, 1365, 248, 10174, 271, 248, 10269, 1846, 21192, 275, 248, 19684, 15999, 204, 25, 1130, 622, 275, 248, 4823, 204, 23, 2933, 273, 248, 2295, 204, 18, 94, 6072]", Notebook,51366
" ( 54 @,@ 000 sq ft ) was closed for investigation. Initial hypotheses were human error, crane mechanical failure and unstable","[204, 19, 204, 6698, 204, 43, 23, 43, 204, 1321, 17142, 12094, 204, 20, 398, 4899, 312, 7914, 204, 25, 22095, 48268, 646, 2079, 4320, 204, 23, 40098, 11731, 6554, 273, 29372]", volunteers,11537
" spectral analysis, making the reliable detection of significant longer @-@ term trends more difficult, although the spectral analysis of much longer palaeoclimate","[40587, 3549, 204, 23, 1591, 248, 7033, 12096, 275, 2589, 2740, 204, 43, 24, 43, 1650, 8656, 520, 2490, 204, 23, 4424, 248, 40587, 3549, 275, 866, 2740, 4498, 6991, 30691, 2331]", Plasma,53123
" dialogue ) to other Capcom titles such as Viewtiful Joe, which Clover Studios also developed. For example, Mrs. Orange '","[12797, 204, 20, 271, 599, 4963, 994, 9997, 963, 345, 5655, 95, 2116, 7114, 204, 23, 585, 58205, 19930, 614, 4027, 204, 25, 1133, 1945, 204, 23, 8991, 25, 13288, 204, 18]", deport,22104
", 1911 ; however, the route was realigned one year later to use what is now NY 96A from Lodi to Inter","[204, 23, 204, 6474, 28, 204, 38, 2537, 204, 23, 248, 7128, 398, 1059, 3793, 532, 649, 2185, 271, 745, 637, 304, 849, 6577, 204, 9756, 44, 427, 393, 20360, 271, 4122]", astrolog,62267
" retiring from football, Lavelli held a variety of coaching and scouting jobs and was active in NFL alumni affairs. He also ran a furniture store in Rocky","[36855, 427, 6130, 204, 23, 22102, 9452, 3053, 241, 3451, 275, 11383, 273, 55571, 4757, 273, 398, 4109, 272, 11099, 24706, 14014, 204, 25, 707, 614, 6328, 241, 7778, 2946, 272, 26848]", prendre,21517
" Coop, I want you to know I 'll get it to you right away. With it goes all the friendship and affection and the admiration","[2004, 387, 204, 23, 295, 729, 299, 271, 655, 295, 204, 18, 567, 577, 334, 271, 299, 894, 1514, 204, 25, 1743, 334, 3271, 455, 248, 14698, 273, 19451, 273, 248, 35853]", coh,18673
"2012 edition of Out. The April 11, 2013, edition of The New York Times featured an article about her experiences in France","[626, 29, 8453, 275, 3501, 204, 25, 390, 3242, 204, 1069, 204, 23, 204, 626, 30, 204, 23, 8453, 275, 390, 1184, 2798, 6683, 8662, 267, 2507, 544, 573, 5031, 272, 5582]", manten,35321
", and 3 @.@ 8 million copies total in Japan. In Japan, the Super Famicom remake sold 1 ","[204, 23, 273, 204, 30, 204, 43, 25, 43, 204, 35, 2261, 12348, 2724, 272, 4086, 204, 25, 529, 4086, 204, 23, 248, 4362, 378, 4151, 279, 39592, 3704, 204, 28, 204]", seafood,23304
 in California. He persuaded cyclotron inventor Ernest Lawrence to let him take back some discarded cyclotron parts that had become radioactive. Lawrence mailed him,"[272, 4299, 204, 25, 707, 42153, 9971, 303, 1480, 44585, 37097, 18184, 271, 1253, 801, 980, 743, 596, 34208, 9971, 303, 1480, 3434, 325, 618, 1904, 45540, 204, 25, 18184, 40343, 801]",Sense,39257
 : one set out to America and another to the western Mediterranean with the ostensible objective of fighting the Barbary pirates. The fleet in the Caribbean failed,"[204, 37, 532, 889, 495, 271, 3328, 273, 1382, 271, 248, 11627, 20751, 335, 248, 26726, 42626, 9497, 275, 7573, 248, 12564, 582, 39648, 204, 25, 390, 14146, 272, 248, 17635, 6320]",Martin,28724
"845 yards and 12 touchdowns. Aside from Manziel, junior Ben Malena amassed 808 rushing yards and 8 touchdowns, while senior Christine","[41767, 10027, 273, 204, 928, 33641, 204, 25, 29150, 427, 1676, 46379, 204, 23, 15344, 4336, 4903, 4492, 58355, 204, 31279, 22412, 10027, 273, 204, 35, 33641, 204, 23, 1093, 6259, 27429]", se,385
" fur trader for the North West Company of Montreal, completed numerous surveys and maps of the North American frontier. In 1797 he completed the first known","[9658, 27614, 312, 248, 3082, 3431, 4927, 275, 23160, 204, 23, 5326, 5593, 16632, 273, 11793, 275, 248, 3082, 2281, 38679, 204, 25, 529, 204, 14824, 34, 332, 5326, 248, 772, 2245]",uß,63827
 example of the log construction techniques used in the religious architecture of Hampshire County's earliest settlers. She adds that Old Pine Church is representative of a ,"[1945, 275, 248, 2134, 4474, 5795, 1042, 272, 248, 6740, 9571, 275, 22666, 3402, 204, 18, 94, 19419, 42271, 204, 25, 1261, 8270, 325, 6590, 21339, 5222, 304, 11093, 275, 241, 204]", publications,14427
 flee. There were reports of mass killings and scores of civilian deaths. Croatian forces outside the Vukovar perimeter received large quantities of arms and ammunition,"[19394, 204, 25, 1293, 646, 4636, 275, 2810, 44077, 273, 10653, 275, 23459, 10573, 204, 25, 64191, 6389, 2835, 248, 553, 3611, 620, 270, 34998, 3245, 1902, 19278, 275, 5927, 273, 33856]", volled,62830
" determined to be three distinct species, B. katerinae, B. macrocarpus, and B. toomansis ","[6636, 271, 314, 1373, 7592, 6114, 204, 23, 341, 25, 429, 687, 1317, 80, 204, 23, 341, 25, 6183, 15551, 5978, 359, 204, 23, 273, 341, 25, 271, 279, 501, 259, 204]",Tier,61371
" the position, recommending former Band of Joy drummer John Bonham. Jones inquired about the vacant position at the suggestion of his wife after Dreja dropped out","[248, 2524, 204, 23, 34499, 3734, 10546, 275, 13983, 37561, 2345, 7321, 3656, 204, 25, 8447, 58229, 544, 248, 31523, 2524, 388, 248, 14722, 275, 545, 4162, 852, 33875, 4404, 7623, 495]", vezes,56774
"@-@ themed paint design. In April, Machinima.com released five "" Art of the Game "" videos for God of War","[43, 24, 43, 25496, 4337, 1168, 204, 25, 529, 3242, 204, 23, 6330, 242, 5376, 25, 994, 4171, 2505, 204, 13, 2818, 275, 248, 6351, 204, 13, 5094, 312, 1750, 275, 3710]", cries,33707
" the departure of the Royal Family, Naples descended into anarchy and news reached Palermo in January that the French had entered the city under General Championnet and proclaimed","[248, 17077, 275, 248, 8829, 6222, 204, 23, 41876, 35440, 679, 267, 14264, 273, 2511, 5283, 61216, 272, 3675, 325, 248, 5063, 618, 7899, 248, 2295, 813, 4860, 23272, 4252, 273, 40789]", Sak,28668
" hosted its only FA Cup Semi Final ; a crowd of over 46 @,@ 000 turned out to see Huddersfield Town achieve a","[11465, 701, 736, 9306, 8067, 36978, 12728, 204, 38, 241, 5772, 275, 648, 204, 4559, 204, 43, 23, 43, 204, 1321, 3275, 495, 271, 760, 370, 4675, 358, 3785, 7706, 3885, 241]", aluminum,14087
 ordered military operations ( including the B @-@ 29 bombings ) to continue until official word of Japanese surrender was received. However ,"[8552, 4869, 5342, 204, 19, 1497, 248, 341, 204, 43, 24, 43, 204, 2237, 10509, 621, 204, 20, 271, 2631, 1725, 3332, 1511, 275, 6944, 25232, 398, 3245, 204, 25, 2071, 204]", examines,28078
