question,question_ids,answer,answer_ids,base_prediction,base_loss,search_method,best_prompt,best_prompt_ids,prompt_length,prompted_loss,base_correct,prompt_correct,question_length
". It grossed approximately NZ $ 51 @,@ 453 on five screens in New Zealand. Dhoom 2 is estimated to have","[25, 605, 11644, 269, 7122, 26755, 204, 15, 204, 6559, 204, 43, 23, 43, 204, 40858, 313, 2505, 10951, 272, 1184, 10891, 204, 25, 22734, 3221, 204, 29, 304, 8719, 271, 413]", gross,11644, gross,0.458984375,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" Marshall uses cannabidiol ( CBD ), a chemical extract of the cannabis plant, to treat the symptoms of CTE that he suffers from ","[19868, 4004, 7671, 50349, 204, 19, 5821, 204, 20, 204, 23, 241, 6311, 7297, 275, 248, 12258, 3293, 204, 23, 271, 1796, 248, 5699, 275, 319, 5911, 325, 332, 30098, 427, 204]",.,25,.,0.75,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
". The more comprehensive March 1970 Agreement of Tomos of Autocephaly, however, states in Article VIII that the legal name of","[204, 25, 390, 520, 7514, 3102, 204, 3344, 27, 13480, 275, 5736, 363, 275, 9501, 333, 747, 9583, 204, 23, 2537, 204, 23, 3800, 272, 10495, 39503, 325, 248, 3309, 1536, 275]", the,248, the,0.0908203125,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" Frank Meyer said that the album was "" one of the earliest records, along with Run @-@ DMC, to combine the vocal approach","[6425, 29810, 746, 325, 248, 5026, 398, 204, 13, 532, 275, 248, 19419, 5769, 204, 23, 1858, 335, 8848, 204, 43, 24, 43, 361, 9175, 204, 23, 271, 10836, 248, 15189, 3213]", of,275, of,0.2138671875,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" to be merged to form the new university, and there were other possible candidates for the presidency. Albert A. Murphree, president of Florida","[271, 314, 30245, 271, 1052, 248, 627, 7039, 204, 23, 273, 629, 646, 599, 1777, 7674, 312, 248, 30352, 204, 25, 17018, 317, 25, 7980, 747, 609, 204, 23, 4179, 275, 5837]", State,2683, State,0.6953125,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" an active Anglican church located between Alt and Bland Streets, Ashfield, a suburb of Sydney, Australia. Founded in 1840 ","[267, 4109, 55811, 4731, 3890, 1192, 14956, 273, 341, 1205, 41503, 204, 23, 9769, 3785, 204, 23, 241, 40479, 275, 13684, 204, 23, 5403, 204, 25, 45674, 272, 204, 11804, 27, 204]",",",23,",",0.052001953125,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" Canadiens also had an intraprovincial rivalry with the Quebec Nordiques during its existence from 1979 @-@ 1995, nick","[1853, 12625, 594, 614, 618, 267, 19900, 14206, 19636, 40793, 335, 248, 26090, 13627, 3429, 1365, 701, 8508, 427, 204, 3344, 36, 204, 43, 24, 43, 204, 1840, 32, 204, 23, 15129]",named,24339,named,0.007232666015625,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
 pen and ink. A trademark of his Malay characters is their three @-@ loop noses. Lat paid attention to family life and children because of,"[3646, 273, 12802, 204, 25, 317, 20767, 275, 545, 50504, 5058, 304, 525, 1373, 204, 43, 24, 43, 10761, 53126, 204, 25, 6085, 4065, 3197, 271, 1443, 1063, 273, 1770, 875, 275]", his,545, his,0.28125,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" last of these. The publisher, Love Romances Inc., also published Planet Stories, and Malcolm Reiss, Planet '","[1143, 275, 783, 204, 25, 390, 17295, 204, 23, 5072, 4577, 1755, 3670, 204, 25, 204, 23, 614, 4002, 18987, 16547, 204, 23, 273, 36880, 814, 740, 204, 23, 18987, 204, 18]",s,94,s,0.291015625,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
 Station in late October where he blockaded various German merchant ships in American and Mexican harbours. She intercepted the German ocean liner Columbus off Cape Hatteras,"[11415, 272, 3297, 3692, 881, 332, 3201, 9163, 2458, 6438, 24064, 13118, 272, 2281, 273, 14160, 4687, 61183, 204, 25, 1261, 64547, 248, 6438, 10166, 29347, 22912, 597, 17296, 370, 2830, 277]", on,313, in,1.6640625,greedy,Role,[23758],1,1.453125,False,True,32
"79 @.@ 9 ° F ). In considering temperature, location in terms of latitude and longitude is not a significant factor ","[7262, 204, 43, 25, 43, 204, 36, 20691, 378, 204, 20, 204, 25, 529, 6541, 5272, 204, 23, 3584, 272, 3072, 275, 46362, 273, 916, 4064, 304, 416, 241, 2589, 5864, 204]",.,25,.,0.40625,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
", all police forces throughout Germany were united under the purview of Himmler and the SS. Himmler and Heydrich thus became two","[204, 23, 455, 3996, 6389, 3151, 6508, 646, 17941, 813, 248, 1274, 1057, 275, 370, 6645, 2239, 273, 248, 15493, 204, 25, 370, 6645, 2239, 273, 707, 3499, 7936, 5227, 3569, 847]", of,275, of,0.2578125,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" Friends. Six members of the public, named Barrington, Bob, Dave, David, Jessica and Shirine, were selected","[13725, 204, 25, 12732, 2094, 275, 248, 1202, 204, 23, 5200, 2958, 26479, 204, 23, 9151, 204, 23, 12623, 204, 23, 4653, 204, 23, 19589, 273, 29027, 438, 204, 23, 646, 5683]", to,271, to,0.88671875,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
"th Bomber Squadron ), Major John F. Wedding ( 468th Bomb Group ) and Captain Theodore R. Finder ( 40","[420, 33943, 552, 56647, 204, 20, 204, 23, 12461, 2345, 378, 25, 15607, 204, 19, 204, 45833, 420, 27079, 3814, 204, 20, 273, 14168, 51511, 382, 25, 45496, 204, 19, 204, 1738]",th,420,th,0.022216796875,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" now eastern Hampshire had been placed under Æthelwealh's control by Wulfhere ; the Chronicle dates this to 661,","[849, 16896, 22666, 618, 650, 5394, 813, 767, 212, 36928, 698, 268, 83, 204, 18, 94, 1873, 431, 367, 7828, 683, 204, 38, 248, 39437, 8422, 414, 271, 204, 48426, 204, 23]", but,480, but,1.15625,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
. Chris Brown had an additional 19 carries for 74 yards and two touchdowns as Patrick's backup. At the end of the day ,"[204, 25, 7911, 6301, 618, 267, 3149, 204, 660, 14504, 312, 204, 10208, 10027, 273, 847, 33641, 345, 13034, 204, 18, 94, 11728, 204, 25, 1570, 248, 991, 275, 248, 1002, 204]",",",23,",",0.162109375,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" the UK. BRMB gave him his job back, after which he successfully applied to Midlands Today at the BBC's Pebble Mill Studios in","[248, 3824, 204, 25, 15481, 10746, 3416, 801, 545, 1630, 743, 204, 23, 852, 585, 332, 7818, 5989, 271, 52243, 6199, 388, 248, 15097, 204, 18, 94, 59818, 835, 8098, 19930, 272]", Birmingham,22381, Birmingham,0.181640625,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
", 21 U.S. ( 8 Wheat. ) 464 ( 1823 ). [ 37 ","[23, 204, 1868, 493, 25, 62, 25, 204, 19, 204, 35, 38004, 204, 25, 204, 20, 204, 42467, 204, 19, 204, 14559, 30, 204, 20, 204, 25, 204, 70, 204, 3597, 204]",],72,],0.037841796875,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" from animal testing salvia appears to not be addictive, also the intensity of the experience creates a dysphoria that causes people not to return to the drug","[427, 5985, 4906, 1527, 12936, 5741, 271, 416, 314, 31061, 204, 23, 614, 248, 14062, 275, 248, 1417, 8176, 241, 9916, 747, 5825, 325, 6255, 692, 416, 271, 1161, 271, 248, 4800]", ,204,.,2.078125,greedy,«,[2577],1,1.25,False,True,32
" behaved inappropriately, and that he and Hurlbut had talked after the incident and fully resolved the issue. Bale acknowledged that the two worked together","[54715, 272, 15700, 1450, 204, 23, 273, 325, 332, 273, 370, 4584, 3945, 618, 8242, 852, 248, 8549, 273, 3894, 15974, 248, 2645, 204, 25, 60329, 18259, 325, 248, 847, 3320, 1774]", for,312, on,2.203125,greedy, gardener,[54969],1,2.046875,False,True,32
" camera, she highlights and plays with her hair. The action shifts from the double wide to a sunny summer backyard barbecue, where Beyoncé and her","[5040, 204, 23, 674, 11186, 273, 6763, 335, 573, 2850, 204, 25, 390, 2696, 18283, 427, 248, 3923, 3436, 271, 241, 19543, 3550, 17627, 31817, 204, 23, 881, 39650, 43021, 273, 573]", friends,2153, friends,1.8828125,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" The librarian, who had requested the book for the library, returned the presentation copy to Wilde with a note of apology. Richard Ellmann argues that","[390, 45323, 204, 23, 569, 618, 10810, 248, 1204, 312, 248, 6368, 204, 23, 5887, 248, 7916, 4194, 271, 51364, 335, 241, 3889, 275, 29045, 204, 25, 8364, 7774, 10322, 22669, 325]", Wilde,51364, the,1.6015625,greedy, Jedi,[45273],1,0.9453125,False,True,32
" chansons de geste celebrating the exploits of Godfrey of Bouillon and other crusaders. Some of these, such as the Chanson d ","[425, 501, 690, 336, 61047, 16188, 248, 44975, 275, 1750, 48473, 275, 16070, 18857, 273, 599, 46240, 22310, 204, 25, 2660, 275, 783, 204, 23, 963, 345, 248, 636, 23749, 265, 204]",',18,',0.26171875,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
 first goal of the 2008 – 09 season in Stevenage's first win of the season ; a 3 – 1,"[772, 3481, 275, 248, 204, 853, 35, 204, 600, 204, 3614, 2120, 272, 13099, 484, 204, 18, 94, 772, 1596, 275, 248, 2120, 204, 38, 241, 204, 30, 204, 600, 204, 28]", victory,9071, victory,0.78125,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" Max Martin and Savan Kotecha for Lewis's second studio album, Echo ( 2009 ). Production of the song","[6275, 7772, 273, 10468, 257, 531, 1401, 4733, 312, 11764, 204, 18, 94, 1459, 7882, 5026, 204, 23, 31762, 204, 19, 204, 853, 36, 204, 20, 204, 25, 16152, 275, 248, 3172]", was,398, was,0.94140625,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" produce a terrestrial planet of sufficient mass to sustain it. Various elements, such as iron, magnesium, titanium, carbon, oxygen ","[4634, 241, 55953, 7712, 275, 7853, 2810, 271, 5287, 334, 204, 25, 25247, 4803, 204, 23, 963, 345, 6657, 204, 23, 27459, 204, 23, 40277, 204, 23, 7151, 204, 23, 11913, 204]",",",23,",",0.0133056640625,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
") to the north, and the Siskiyou Summit, 23 @.@ 5 miles ( 37 @.@ ","[20, 271, 248, 6775, 204, 23, 273, 248, 51708, 3090, 5667, 17998, 204, 23, 204, 1871, 204, 43, 25, 43, 204, 32, 4794, 204, 19, 204, 3597, 204, 43, 25, 43, 204]",8,35,8,1.0625,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
"ourer. The youth attended public school, and further educated himself in mechanical engineering via correspondence. Having been employed repairing bicycles, automobiles,","[254, 5146, 204, 25, 390, 6586, 10013, 1202, 1473, 204, 23, 273, 2515, 16668, 3448, 272, 11731, 7727, 2666, 24080, 204, 25, 9761, 650, 11289, 33408, 46155, 204, 23, 38253, 204, 23]", and,273, and,0.43359375,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
 most advanced compositions in the concerto genre. Its early admirers included Ludwig van Beethoven and Johannes Brahms. Musicologist Arthur Hutchings considered it to,"[758, 5743, 32197, 272, 248, 9002, 534, 12042, 204, 25, 6054, 2304, 18716, 2439, 3345, 50313, 2431, 50794, 273, 34880, 60747, 1894, 204, 25, 6316, 8973, 16867, 40475, 621, 3558, 334, 271]", be,314, be,0.0791015625,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
 with a long tail and a relatively small head. Adults had skulls up to 56 cm ( 22 in ) long and were up to,"[335, 241, 916, 6804, 273, 241, 6976, 1385, 1319, 204, 25, 30731, 618, 23046, 94, 510, 271, 204, 5499, 6401, 204, 19, 204, 1671, 272, 204, 20, 916, 273, 646, 510, 271]", ,204, ,0.023193359375,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
"@ star Nick Doody, who also co @-@ writes the show with Matt Kirshen and a wider team of writers. It","[43, 4177, 9975, 361, 665, 100, 204, 23, 569, 614, 739, 204, 43, 24, 43, 10910, 248, 1049, 335, 6256, 531, 13698, 473, 273, 241, 11747, 1255, 275, 8898, 204, 25, 605]", is,304, is,1.6640625,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
 175 and 185 mph ) over southern areas of the island. Newspaper reports indicated that a gust of 272 km / h ( ,"[204, 14143, 273, 204, 11127, 24846, 204, 20, 648, 11647, 2698, 275, 248, 7498, 204, 25, 51757, 4636, 10620, 325, 241, 14052, 275, 204, 29360, 8027, 204, 26, 278, 204, 19, 204]",169,20377,169,1.375,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" professor, and medical researcher. Born in Claude, Ontario, he attended and taught at the University of Toronto for most of his life,","[10065, 204, 23, 273, 3062, 20208, 204, 25, 24490, 272, 41952, 204, 23, 13805, 204, 23, 332, 10013, 273, 7366, 388, 248, 2000, 275, 11449, 312, 758, 275, 545, 1063, 204, 23]", and,273, and,1.4453125,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" in violation of the Treaty, and in 1935 the existence of the Luftwaffe was formally acknowledged, with Göring as Reich Aviation Minister ","[272, 16221, 275, 248, 36024, 204, 23, 273, 272, 204, 6128, 32, 248, 8508, 275, 248, 41245, 98, 23226, 398, 24360, 18259, 204, 23, 335, 54754, 1206, 345, 35542, 28537, 7247, 204]",.,25,.,0.439453125,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" realm. After participating in the Siege of Calais in 1347, the king honoured Lancaster by including him as a founding knight of the Order","[17264, 204, 25, 2539, 11782, 272, 248, 4608, 450, 275, 2480, 1897, 272, 204, 19035, 34, 204, 23, 248, 6693, 47969, 38418, 431, 1497, 801, 345, 241, 20128, 34609, 275, 248, 8059]", of,275, of,0.015869140625,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" Steven Banks, and was directed by Alan Smart. Brookshier and Cash also functioned as storyboard directors. The episode originally aired on Nickelode","[13099, 22265, 204, 23, 273, 398, 9009, 431, 17458, 8603, 204, 25, 23864, 63354, 273, 12146, 614, 1935, 269, 345, 1962, 3362, 15120, 204, 25, 390, 6699, 8506, 32011, 313, 39570, 1085]",on,245,on,0.0012130737304687,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" comedic fashion, and said that this "" combined with the slow pace and a number of dialog scenes that can be charitably described as'character development","[58411, 5491, 204, 23, 273, 746, 325, 414, 204, 13, 6725, 335, 248, 3360, 9379, 273, 241, 1386, 275, 16909, 10463, 325, 418, 314, 1614, 21013, 5383, 345, 204, 18, 2655, 2138]", ,204, ,0.470703125,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" are done feeding, but have been known to drive away wolves from kills. However, there have been confirmed reports of wolf packs killing wolverines","[362, 1782, 13213, 204, 23, 480, 413, 650, 2245, 271, 3303, 1514, 29619, 427, 20772, 204, 25, 2071, 204, 23, 629, 413, 650, 7805, 4636, 275, 18669, 17800, 10103, 251, 15491, 1061]", ,204, ,0.76953125,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" indicated that the Kamloops dispatcher had not been paying attention, and that he should have noticed that, according to Diefenbaker ","[10620, 325, 248, 16721, 3505, 2379, 30529, 4123, 618, 416, 650, 6393, 3197, 204, 23, 273, 325, 332, 808, 413, 6900, 325, 204, 23, 2938, 271, 361, 2718, 250, 77, 3405, 204]",",",23,",",0.1484375,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" span is a riveted, 8 @-@ panel Parker through truss. The next three spans are 547 ft ( 167","[12711, 304, 241, 8623, 17006, 204, 23, 204, 35, 204, 43, 24, 43, 6172, 18462, 788, 478, 1141, 204, 25, 390, 1407, 1373, 34428, 362, 204, 47984, 12094, 204, 19, 204, 21635]", m,266, m,0.5390625,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" launch ramp, a B @-@ 17 Flying Fortress was modified to be able to carry the jet bomb underneath a wing and air launch it ","[5522, 15813, 204, 23, 241, 341, 204, 43, 24, 43, 204, 1392, 32679, 64827, 398, 12174, 271, 314, 1469, 271, 3837, 248, 11202, 10509, 15636, 241, 13598, 273, 1829, 5522, 334, 204]",.,25,.,0.71875,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
"1879, at the age of 12, William was sent to a progressive boarding school, Norfolk County School ( later Watts Naval School ","[10661, 36, 204, 23, 388, 248, 2521, 275, 204, 928, 204, 23, 7533, 398, 2279, 271, 241, 13163, 25956, 1473, 204, 23, 37785, 3402, 2793, 204, 19, 2185, 37387, 32060, 2793, 204]",),20,),0.150390625,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" area. Yankovic noted that the subsequent performance "" went over extremely well "". Yankovic continues to play "" Smells Like","[1766, 204, 25, 551, 924, 26116, 6674, 325, 248, 11378, 2644, 204, 13, 2129, 648, 4566, 779, 204, 13, 204, 25, 551, 924, 26116, 5758, 271, 884, 204, 13, 2668, 6437, 4787]", Nir,45384, Nir,0.021240234375,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" required to do during the Down to the Countryside Movement of the Cultural Revolution. As part of the movement, Bo and the city's Media","[2554, 271, 441, 1365, 248, 10174, 271, 248, 10269, 1846, 21192, 275, 248, 19684, 15999, 204, 25, 1130, 622, 275, 248, 4823, 204, 23, 2933, 273, 248, 2295, 204, 18, 94, 6072]", Department,3966, Bureau,2.765625,greedy, department,[6176],1,1.9140625,False,True,32
" ( 54 @,@ 000 sq ft ) was closed for investigation. Initial hypotheses were human error, crane mechanical failure and unstable","[204, 19, 204, 6698, 204, 43, 23, 43, 204, 1321, 17142, 12094, 204, 20, 398, 4899, 312, 7914, 204, 25, 22095, 48268, 646, 2079, 4320, 204, 23, 40098, 11731, 6554, 273, 29372]", ground,2853, ground,1.4453125,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" spectral analysis, making the reliable detection of significant longer @-@ term trends more difficult, although the spectral analysis of much longer palaeoclimate","[40587, 3549, 204, 23, 1591, 248, 7033, 12096, 275, 2589, 2740, 204, 43, 24, 43, 1650, 8656, 520, 2490, 204, 23, 4424, 248, 40587, 3549, 275, 866, 2740, 4498, 6991, 30691, 2331]", records,5769, records,0.76953125,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" dialogue ) to other Capcom titles such as Viewtiful Joe, which Clover Studios also developed. For example, Mrs. Orange '","[12797, 204, 20, 271, 599, 4963, 994, 9997, 963, 345, 5655, 95, 2116, 7114, 204, 23, 585, 58205, 19930, 614, 4027, 204, 25, 1133, 1945, 204, 23, 8991, 25, 13288, 204, 18]",s,94,s,0.08544921875,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
", 1911 ; however, the route was realigned one year later to use what is now NY 96A from Lodi to Inter","[204, 23, 204, 6474, 28, 204, 38, 2537, 204, 23, 248, 7128, 398, 1059, 3793, 532, 649, 2185, 271, 745, 637, 304, 849, 6577, 204, 9756, 44, 427, 393, 20360, 271, 4122]",l,87,vale,2.234375,greedy, intertw,[44872],1,0.234375,False,True,32
" retiring from football, Lavelli held a variety of coaching and scouting jobs and was active in NFL alumni affairs. He also ran a furniture store in Rocky","[36855, 427, 6130, 204, 23, 22102, 9452, 3053, 241, 3451, 275, 11383, 273, 55571, 4757, 273, 398, 4109, 272, 11099, 24706, 14014, 204, 25, 707, 614, 6328, 241, 7778, 2946, 272, 26848]", River,6074, River,0.11767578125,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
