question,question_ids,answer,answer_ids,base_loss,search_method,best_prompt,best_prompt_ids,prompt_length,prompted_loss,base_correct,prompt_correct,question_length
 series of attacks by carrier @-@ based aircraft on Colombo and Trincomalee. Another attack occurred on 9 April. Little damage,"[2559, 275, 7811, 431, 14178, 204, 43, 24, 43, 1934, 10872, 313, 1640, 47578, 273, 40886, 994, 895, 80, 204, 25, 7362, 3033, 9092, 313, 204, 36, 3242, 204, 25, 8527, 4233]", was done on land,"[398, 1782, 313, 2168]",2.546875,gcg,Plug,"[46317, 22801, 37349, 41835, 16886, 50421, 22804, 7704, 15511, 951, 51811, 18232, 41978, 7844, 14731, 56313, 41976, 3457, 42035, 48547, 14556, 3972, 40289, 48445, 53996, 38322, 43144, 12857, 57940, 54697, 47761, 61505, 62896, 51376, 26361, 55928, 63280, 29166, 31695, 39283, 64834, 1401, 44805, 34232, 15448, 36391, 28813, 60001, 7754, 55169, 767, 1722, 61380, 45473, 34709, 34616, 26883, 59474, 18042, 27594, 34232, 2990, 30510, 8245]",64.0,0.78125,False,False,32.0
"118 ° 23 ′ 15 @.@ 2 ″ W ), in memory of Wright, who was described","[15711, 20691, 204, 1871, 204, 283, 122, 204, 1030, 204, 43, 25, 43, 204, 29, 204, 283, 123, 367, 204, 20, 204, 23, 272, 4970, 275, 18267, 204, 23, 569, 398, 5383]"," as an ""","[345, 267, 204, 13]",1.453125,gcg,:],"[37324, 28417, 44167, 62758, 63367, 43961, 33375, 13]",8.0,0.3984375,False,True,32.0
", President Christ","[204, 23, 3503, 1781]",ophe S,"[43356, 302]",3.515625,gcg,Challenge,"[51533, 16053, 16937, 23254, 58764, 12573, 58764, 35348]",8.0,0.443359375,False,True,4.0
 professional career from an,"[2800, 3579, 427, 267]", early age,"[2304, 2521]",0.380859375,base,,[],0.0,0.380859375,True,True,4.0
. However ,"[204, 25, 2071, 204]",", as they","[23, 345, 506]",3.0,gcg,te,"[464, 63043, 16194, 49741, 2717, 6983, 43655, 715, 50634, 253, 2392, 10165, 47397, 345, 34378, 54463]",16.0,0.2197265625,False,True,4.0
", 200","[204, 23, 204, 853]",8 –,"[35, 204, 600]",2.5,gcg, forecasting,"[37983, 607, 54395, 19689, 1271, 20923, 49413, 51362]",8.0,0.328125,False,True,4.0
", and 16","[23, 273, 204, 1243]", RBI. Also,"[34657, 204, 25, 3767]",5.5,gcg, admin,"[11712, 39940, 62718, 18828, 62443, 24607, 52781, 20112, 30518, 8962, 9223, 15660, 43634, 24017, 2888, 243, 50488, 64549, 243, 13331, 46068, 55330, 47889, 484, 48148, 242, 42175, 7509, 48893, 24334, 20952, 61844, 39556, 15050, 2900, 63886, 31919, 18556, 19220, 247, 9654, 43248, 323, 3779, 6762, 60806, 49020, 614, 14173, 44333, 57458, 14173, 12800, 30330, 1850, 61698, 269, 25, 12419, 57383, 2869, 28740, 19699, 55480]",64.0,1.28125,False,True,4.0
s second expedition to,"[94, 1459, 32303, 271]", the Pacific (,"[248, 9807, 204, 19]",2.125,gcg, Aquarius,"[62299, 32774, 57726, 23848]",4.0,0.40625,False,True,4.0
 ( Frances Conroy ) reminds,"[204, 19, 23423, 1412, 4968, 204, 20, 15395]", Vivien,"[24786, 1423]",3.484375,gcg,Scene,"[36128, 6873, 894, 31693]",4.0,0.88671875,False,True,8.0
 How to Beat Jet Lag. New,"[1265, 271, 14542, 19692, 16929, 204, 25, 1184]", York ,"[2798, 204]",2.0,greedy,ître,[20999],1.0,0.455078125,False,True,8.0
 dance called'the spirit of the,"[7070, 1964, 204, 18, 248, 4176, 275, 248]", flame ',"[18988, 204, 18]",2.890625,greedy,watch,"[18273, 62506]",2.0,0.95703125,False,True,8.0
 rating of 12 @.@,"[8689, 275, 204, 928, 204, 43, 25, 43]", 8 and,"[204, 35, 273]",4.875,gcg, WANT,"[51478, 11627, 35654, 37588, 24602, 21388, 12426, 17172, 47728, 62427, 14513, 35911, 43061, 59324, 57737, 13111, 61871, 53320, 50443, 9131, 51376, 18296, 56863, 46369, 13228, 8423, 30112, 37490, 52866, 38518, 19417, 782, 42901, 8360, 10368, 8465, 4668, 22177, 47213, 269, 485, 48006, 47397, 15359, 46924, 44681, 64496, 48457, 204, 53596, 51355, 2537, 55727, 61895, 94, 7619, 7468, 49275, 60663, 30492, 8028, 3688, 24673, 39379]",64.0,0.59375,False,True,8.0
's photosphere is completely covered,"[204, 18, 94, 1776, 7723, 304, 3259, 5178]", by the Moon ,"[431, 248, 11276, 204]",2.109375,greedy, basal,"[45801, 47106]",2.0,0.57421875,False,True,8.0
mi was more responsive to his fellow athletes,"[7392, 398, 520, 18077, 271, 545, 8118, 12634]", than to the media,"[661, 271, 248, 2398]",1.8515625,greedy,Often,"[36460, 27124]",2.0,1.0234375,False,True,8.0
 7 : 40 and returning from Oslo at 18 : ,"[204, 34, 204, 37, 204, 1738, 273, 10169, 427, 44539, 388, 204, 1121, 204, 37, 204]",00 ,"[527, 204]",2.21875,greedy,00,[527],1.0,0.83203125,False,True,16.0
"@ Files. It premiered on the Fox network on January 10,","[43, 21890, 204, 25, 605, 48164, 313, 248, 10685, 3041, 313, 3675, 204, 696, 204, 23]", 199,"[204, 1840]",0.9921875,greedy,psons,[61172],1.0,0.4453125,False,True,16.0
 allow Red Star to hire non @-@ American crews at lower cost ,"[1708, 3509, 5575, 271, 8690, 1462, 204, 43, 24, 43, 2281, 28405, 388, 3089, 1458, 204]",. She made,"[25, 1261, 1021]",5.875,gcg, molecules,"[19941, 50036, 10819, 38568, 17222, 17009, 39737, 60418, 1381, 58107, 63697, 36277, 44447, 32701, 57443, 60725, 46921, 41331, 25861, 54867, 45679, 29631, 50720, 29108, 621, 42497, 11911, 26537, 59213, 1647, 39066, 14118, 4131, 56054, 204, 11873, 12220, 54268, 16295, 6062, 49523, 42515, 12848, 6297, 48472, 1137, 5845, 18578, 14582, 40542, 44779, 51858, 34104, 30112, 55663, 63981, 11427, 19024, 44571, 62885, 14616, 38111, 41255, 573]",64.0,2.5625,False,False,16.0
 railway station is the principal railway station in Bath. It was built in ,"[23745, 5663, 304, 248, 9212, 23745, 5663, 272, 10474, 204, 25, 605, 398, 3426, 272, 204]",1840 by,"[11804, 27, 431]",1.3125,greedy, craps,"[52527, 37311]",2.0,0.91015625,False,True,16.0
 the stalls on their perimeter and maintain an open area between the walls and the rest,"[248, 39941, 313, 525, 34998, 273, 3359, 267, 1314, 1766, 1192, 248, 7439, 273, 248, 1297]", of the New City,"[275, 248, 1184, 2681]",3.84375,gcg, Automated,"[45677, 45908, 46170, 48888, 2410, 759, 1184, 2681]",8.0,0.490234375,False,True,16.0
 and anti @-@ Bolshevism. They promised a strong central,"[273, 4630, 204, 43, 24, 43, 55135, 97, 1189, 204, 25, 1176, 12195, 241, 2127, 5213]"," government, increased","[2183, 204, 23, 4044]",2.46875,gcg,Ruth,"[60652, 1477, 39481, 63220, 41611, 53011, 3502, 269, 15243, 4785, 9448, 60784, 16844, 14087, 1268, 32594]",16.0,0.85546875,False,True,16.0
"atically and technologically minded groups. Several college cheers at the Massachusetts Institute of Technology include "" 3 @.@ 14159 "".","[4874, 273, 57273, 33152, 3467, 204, 25, 14776, 4178, 42048, 388, 248, 13623, 5502, 275, 6391, 1965, 204, 13, 204, 30, 204, 43, 25, 43, 204, 18900, 5587, 204, 13, 204, 25]", Pi Day,"[19776, 3228]",8.0,gcg,Hans,"[64583, 35679, 35046, 26, 22593, 51829, 19776, 4395]",8.0,0.9296875,False,True,32.0
" anything like that "". He had a very clear idea of how he wanted the story line to work : "" There is a narrative going on","[2087, 606, 325, 204, 13, 204, 25, 707, 618, 241, 829, 2520, 2163, 275, 672, 332, 2362, 248, 1962, 1739, 271, 633, 204, 37, 204, 13, 1293, 304, 241, 11493, 1089, 313]",",","[204, 23]",1.1875,base,,[],0.0,1.1875,True,True,32.0
 or that it was named by a soldier at Fort Dearborn because it was a place where wolves would gather at night. Originally the term Wolf Point referred to,"[379, 325, 334, 398, 5200, 431, 241, 19151, 388, 7369, 27204, 7993, 875, 334, 398, 241, 1237, 881, 29619, 631, 6502, 388, 1809, 204, 25, 35389, 248, 1650, 11834, 7777, 8659, 271]", the west bank,"[248, 9158, 3302]",2.484375,gcg,-->,"[16659, 64634, 18658, 36864]",4.0,1.484375,False,True,32.0
@-@ Ma'mun increasingly turned to him for assistance. Abu Ishaq's Turkish corps was also politically useful to al @,"[43, 24, 43, 4944, 204, 18, 24189, 9064, 3275, 271, 801, 312, 6163, 204, 25, 20496, 1482, 2188, 92, 204, 18, 94, 19055, 16361, 398, 614, 23174, 4301, 271, 339, 204, 43]",-@ Ma,"[24, 43, 4944]",0.58984375,base,,[],0.0,0.58984375,True,True,32.0
 Doctor ( Matt Smith ) and his companion Clara Oswald ( Jenna @-@ Louise Coleman ) visit a mansion in the 1970s,"[12775, 204, 19, 6256, 6220, 204, 20, 273, 545, 15673, 30216, 61667, 204, 19, 47140, 204, 43, 24, 43, 29098, 36218, 204, 20, 1813, 241, 32078, 272, 248, 204, 3344, 27, 94]", owned by Professor Alec,"[8439, 431, 8540, 47080]",4.03125,gcg, conceived,"[30766, 20177, 34075, 56323, 39278, 37010, 844, 26835, 17926, 39307, 61540, 31443, 376, 90, 53588, 25962, 48518, 1656, 43189, 46364, 11580, 431, 30095, 50033, 30414, 25576, 39687, 17319, 50441, 47080, 26, 10065]",32.0,0.8515625,False,True,32.0
 warrior Bellerophon who rode the winged horse Pegasus and slew the monster Chimera. The pronunciation proved difficult for the ordinary sailors of the period ,"[26961, 341, 5745, 62510, 569, 19564, 248, 13598, 269, 7097, 2562, 55241, 273, 43271, 248, 16516, 47280, 2307, 204, 25, 390, 45454, 11491, 2490, 312, 248, 11330, 43214, 275, 248, 2397, 204]",", and she was","[23, 273, 674, 398]",2.765625,gcg, stal,"[30065, 50546, 37360, 19596, 36486, 48756, 34628, 18, 55779, 18681, 21551, 34249, 14849, 29104, 4740, 2368]",16.0,0.890625,False,True,32.0
. In 193,"[25, 529, 204, 6128]",6 ,"[33, 204]",3.796875,greedy,,"[49436, 8]",2.0,1.296875,False,True,4.0
 highly destructive eye ,"[3766, 25914, 3883, 204]",@-,"[43, 24]",7.375,gcg, Maps,"[22924, 16885, 41413, 2303, 168, 43, 11331, 53255]",8.0,0.578125,False,True,4.0
", at ten","[204, 23, 388, 3020]", shillings,"[421, 350, 621]",2.234375,greedy, Pounds,"[61593, 18799]",2.0,0.181640625,False,True,4.0
-@ A Trent,"[24, 43, 317, 24172]",on Thunder of,"[245, 22482, 275]",5.53125,gcg, F,"[378, 23120, 9796, 37880, 33880, 39247, 7036, 76]",8.0,0.208984375,False,True,4.0
. He was allowed,"[25, 707, 398, 4217]", to work in an,"[271, 633, 272, 267]",2.71875,gcg, ACT,"[22092, 23148, 51557, 9088, 22762, 60392, 9879, 45945]",8.0,0.72265625,False,True,4.0
"2012,","[626, 29, 204, 23]", the Swiss Railway company,"[248, 16364, 31557, 1438]",5.4375,gcg,cir,"[31986, 15993, 59728, 32760, 45048, 5821, 28096, 63676, 39532, 22751, 22844, 11218, 53939, 44779, 94, 23964, 4125, 18004, 43153, 41819, 24460, 18296, 7532, 55822, 55368, 351, 59181, 31815, 61111, 44537, 26870, 48881, 26590, 51964, 7277, 59473, 40752, 19505, 4553, 59308, 37830, 49906, 27720, 2992, 484, 943, 60841, 62593, 8507, 9423, 19288, 63190, 31557, 1237, 28105, 47030, 53080, 45581, 46, 45008, 270, 38153, 44780, 16364]",64.0,1.0390625,False,False,4.0
 the northwestern part of the watershed ,"[248, 6775, 18257, 622, 275, 248, 48902, 204]",( in,"[19, 272]",5.3125,gcg,kov,"[15653, 29797, 41865, 28114]",4.0,1.796875,False,True,8.0
 the center of the writing have been interpreted,"[248, 3613, 275, 248, 2607, 413, 650, 23575]", by several,"[431, 1988]",3.4375,gcg,Third,"[25171, 27697, 41765, 84, 6080, 1859, 30884, 14132]",8.0,1.34375,False,True,8.0
 favored the Confederacy. Radicals,"[28579, 248, 29839, 1754, 204, 25, 6147, 19368]",", including","[204, 23, 1497]",2.671875,gcg,education,"[46017, 5322, 26026, 55463, 11315, 46005, 30091, 59772, 2700, 8126, 9630, 5316, 13372, 46967, 51792, 64877, 57883, 43266, 6890, 33628, 54432, 55814, 62478, 54423, 36968, 9303, 9978, 1588, 5879, 21786, 258, 770]",32.0,0.62109375,False,True,8.0
( ~ 13 @.,"[19, 204, 105, 204, 1313, 204, 43, 25]",@ 8,"[43, 204, 35]",4.78125,gcg,666,"[31997, 49809, 6540, 12117, 64070, 23084, 43498, 40634]",8.0,0.8203125,False,True,8.0
 of Croydon North West in ,"[275, 10167, 3499, 245, 3082, 3431, 272, 204]",1981 and ,"[2747, 28, 273, 204]",2.453125,greedy,INSERT,"[33604, 32989, 44826]",3.0,0.88671875,False,True,8.0
 30 varieties of loose leaf teas ,"[204, 1067, 15955, 275, 10636, 11876, 23032, 204]",", fair @","[23, 3488, 204, 43]",6.5,gcg, mouvement,"[39742, 31228, 13958, 1433, 27063, 14222, 30814, 37774, 49887, 59089, 8888, 25318, 39294, 35636, 54986, 1218, 3312, 35050, 6068, 431, 36698, 2298, 53992, 16367, 39242, 61451, 43, 10094, 38396, 2541, 49945, 3488]",32.0,0.765625,False,True,8.0
", / -jə / ), officially the Commonwealth","[23, 204, 26, 204, 24, 85, 61112, 204, 26, 204, 20, 204, 23, 11837, 248, 25272]", of Australia,"[275, 5403]",0.40625,base,,[],0.0,0.40625,True,True,16.0
" day, the JTWC discontinued advisories, and the IMD","[1002, 204, 23, 248, 462, 63, 24964, 39799, 8160, 1662, 204, 23, 273, 248, 295, 11722]", downgraded,"[901, 15896]",2.0,greedy, Chiropractic,[51916],1.0,1.03125,False,True,16.0
( Dr. Dre ) 187um Killa features several guest vocalists,"[19, 2609, 25, 33875, 204, 20, 204, 10661, 381, 531, 4382, 2360, 1988, 7749, 15189, 1351]",", including","[204, 23, 1497]",2.109375,gcg, Pang,"[63936, 30821, 24337, 41418, 60066, 50077, 53951, 14411, 58632, 62128, 56215, 49588, 14328, 36603, 17629, 17477]",16.0,0.59375,False,True,16.0
" production crew used fruit juices as wine, ginger ale as brandy, and","[3146, 8994, 1042, 6568, 31145, 345, 5657, 204, 23, 18386, 9378, 345, 59355, 204, 23, 273]", cold tea as,"[4134, 6696, 345]",3.0625,gcg,.–,"[62885, 12493, 15448, 41763, 58317, 30974, 35455, 390]",8.0,0.3125,False,True,16.0
" after Colin Todd was sacked on 12 February 2007, City","[852, 25930, 18586, 398, 247, 18059, 313, 204, 928, 4286, 204, 853, 34, 204, 23, 2681]", chairman Julian Rhodes made,"[17686, 26769, 38843, 1021]",3.78125,gcg, Britt,"[28992, 5042, 59534, 55066, 42699, 42699, 24677, 9564, 42511, 41909, 58716, 29199, 31014, 1133, 45570, 48637]",16.0,1.015625,False,True,16.0
" the Paraguayan national capital on 3 January 1869, increasingly sick","[248, 63384, 23573, 3432, 4236, 313, 204, 30, 3675, 204, 10380, 36, 204, 23, 9064, 6856]", and depressed.,"[273, 22822, 204, 25]",2.515625,gcg,cook,"[28875, 11060, 32891, 3214, 23344, 31818, 23361, 7935, 16320, 51929, 7800, 2345, 20866, 9319, 26660, 57021]",16.0,0.47265625,False,True,16.0
 Game to the New York Giants. The 1942 Chicago Bears posted an 11 – 0 record but lost in the 1942 NFL Championship,"[6351, 271, 248, 1184, 2798, 23779, 204, 25, 390, 204, 5387, 29, 6685, 25392, 5637, 267, 204, 1069, 204, 600, 204, 27, 2081, 480, 3208, 272, 248, 204, 5387, 29, 11099, 15224]", Game to,"[6351, 271]",0.35546875,base,,[],0.0,0.35546875,True,True,32.0
", which gets Sonic arrested. Amy rescues him, but Shadow, Eggman, and the duplicitous Rouge escape to the space colony","[23, 585, 3418, 35482, 11132, 204, 25, 16336, 9569, 1022, 801, 204, 23, 480, 22732, 204, 23, 17485, 1342, 204, 23, 273, 248, 16850, 5791, 498, 34075, 9283, 271, 248, 2151, 31424]", ARK,"[7590, 54]",0.54296875,base,,[],0.0,0.54296875,True,True,32.0
" After the defeat, Harald and the Varangian Guard were called back to Constantinople, following Maniakes'imprisonment by the emperor and","[2539, 248, 14287, 204, 23, 3439, 3661, 273, 248, 12973, 642, 715, 9949, 646, 1964, 743, 271, 54747, 667, 204, 23, 1863, 1676, 84, 1113, 204, 18, 37000, 431, 248, 36821, 273]", the onset of,"[248, 22041, 275]",2.671875,gcg,Tags,"[18024, 22041, 9799, 26102]",4.0,0.55078125,False,True,32.0
" of this episode were generally positive. Common Sense Media gave the episode three out of five stars, calling it a "" ribald but often hilarious satire","[275, 414, 6699, 646, 4701, 3508, 204, 25, 10493, 31561, 6072, 3416, 248, 6699, 1373, 495, 275, 2505, 6631, 204, 23, 6208, 334, 241, 204, 13, 11840, 3661, 480, 1764, 20093, 54074]", of fantasy favorite,"[275, 12597, 3263]",6.46875,gcg, rotated,"[51269, 35540, 27427, 17839, 41988, 8583, 11135, 8897, 48594, 6379, 6549, 46866, 17961, 42248, 31105, 46392, 317, 45235, 15649, 30320, 37436, 32091, 14748, 45607, 48477, 28826, 58196, 36874, 27903, 33367, 5481, 40702]",32.0,1.765625,False,True,32.0
" with HKS, Inc. contracted to build the stadium. Construction was halted in August 2008, as Gillett and Hicks had difficulty in","[335, 370, 16554, 204, 23, 3670, 25, 29223, 271, 1398, 248, 18963, 204, 25, 13022, 398, 42851, 272, 3333, 204, 853, 35, 204, 23, 345, 13833, 12743, 273, 49458, 618, 10698, 272]", financing the £ ,"[11560, 248, 5131, 204]",2.265625,gcg, seventy,"[37918, 39754, 30307, 58414, 39267, 46042, 43475, 51175, 62471, 55395, 46678, 29888, 16939, 12363, 25854, 53090, 2150, 42289, 61808, 48277, 7959, 35233, 61769, 20539, 19798, 19400, 57653, 35511, 27541, 272, 32496, 17930, 48497, 38921, 31808, 48711, 37855, 50570, 14817, 6560, 30921, 36384, 36197, 2373, 58771, 56330, 49792, 30571, 26617, 46285, 51489, 1038, 14328, 19094, 61586, 20591, 4278, 487, 38605, 19477, 36197, 54481, 5200, 22381]",64.0,0.8125,False,True,32.0
". In 1869, Congress changed how the grants were to be distributed, requiring the railroads to sell land along the line to settlers in ","[25, 529, 204, 10380, 36, 204, 23, 6855, 4148, 672, 248, 14465, 646, 271, 314, 11133, 204, 23, 13964, 248, 9136, 26786, 271, 3385, 2168, 1858, 248, 1739, 271, 42271, 272, 204]",160 @-,"[9042, 204, 43, 24]",5.5,gcg,/>,"[2541, 8902, 39683, 59717, 18140, 54478, 42301, 17055, 64970, 45644, 43364, 22071, 9566, 60027, 22844, 43781, 17530, 43180, 16922, 55594, 44748, 61204, 7070, 46595, 19343, 2049, 49851, 9846, 32620, 29136, 7606, 29777, 60041, 53891, 1972, 44780, 30482, 47271, 62758, 40924, 11, 33614, 61315, 1104, 37358, 39540, 53225, 20493, 18347, 25240, 11422, 57727, 3316, 37870, 17666, 57881, 462, 37944, 2671, 22914, 16008, 9042, 204, 43]",64.0,0.5859375,False,False,32.0
 the native king of,"[248, 7863, 6693, 275]", western K,"[11627, 531]",6.46875,gcg,EN,"[798, 24530, 15247, 46766, 10398, 21367, 40055, 579, 23842, 64593, 264, 61402, 34273, 6, 34185, 531]",16.0,0.62109375,False,True,4.0
' em up ,"[18, 732, 510, 204]",. ,"[25, 204]",1.9609375,greedy, Readers,"[36962, 56286, 57007]",3.0,0.298828125,False,True,4.0
 release as the lead,"[3586, 345, 248, 1210]"," song,","[3172, 204, 23]",4.78125,gcg,>>>,"[19613, 3172, 27474, 1418, 49453, 22221, 51956, 39811]",8.0,1.3984375,False,True,4.0
", Des Jard","[23, 2175, 462, 435]",ien played semi,"[1423, 3983, 11145]",9.125,gcg,972,"[46108, 19770, 439, 925, 47765, 41953, 7494, 29701, 1038, 36978, 36792, 21696, 5439, 3904, 4581, 32672]",16.0,0.8671875,False,True,4.0
 formulated lipid cocktail ,"[27726, 35044, 19412, 204]",( s ),"[19, 247, 204, 20]",4.46875,gcg, constituted,"[45204, 14810, 30510, 38331, 8150, 34333, 898, 3331]",8.0,0.7109375,False,True,4.0
", NFL owners used","[23, 11099, 4686, 1042]", the threat of a,"[248, 4141, 275, 241]",1.453125,greedy, bargaining,[38659],1.0,0.92578125,False,True,4.0
