question,question_ids,answer,answer_ids,base_loss,search_method,best_prompt,best_prompt_ids,prompt_length,prompted_loss,base_correct,prompt_correct,question_length
0s = = =,"[27, 94, 204, 40, 204, 40, 204, 40]", r,392,8.5625,gcg, r,"[392, 61257, 58037, 58067, 8897, 59435, 392, 31918]",8,0.8203125,False,True,8
" Studios, was released on 9 May ","[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]",198,2747,4.03125,greedy, lawmakers,"[23520, 63072]",2,1.15625,False,True,10
" Studios, was released on 9 May ","[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]",;,38,6.8125,gcg, Millennials,"[60021, 28108, 9538, 44673, 49792, 30700]",6,1.0078125,False,True,10
" Studios, was released on 9 May ","[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]","""",13,8.25,gcg, spawn,"[23158, 22000, 53720, 1762, 25937, 6064, 3566, 19557]",8,1.515625,False,True,10
" Studios, was released on 9 May ","[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]",',18,8.5,gcg, Aug,"[2750, 9531, 8419, 64918, 28355, 10252]",6,0.91796875,False,True,10
" Studios, was released on 9 May ","[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]",!,12,9.0,gcg, KO,"[34559, 16205, 56418, 5227, 21770, 52610, 51476, 61877, 49167, 44173]",10,0.62109375,False,True,10
" Studios, was released on 9 May ","[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]",187,10661,9.25,gcg,Detailed,"[49246, 57881, 16320, 10661, 11499, 33560]",6,0.36328125,False,True,10
" Studios, was released on 9 May ","[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]",[…],5154,9.5625,gcg, fetish,"[44335, 49140, 25280, 2577, 40074, 5689, 48171, 14899, 24285, 8776]",10,2.515625,False,False,10
" Studios, was released on 9 May ","[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]",14,1279,9.6875,greedy,Discount,"[49238, 39906]",2,1.421875,False,True,10
" Studios, was released on 9 May ","[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]",23,1871,9.875,gcg, Chapel,"[26399, 46000, 59758, 64878, 60829, 4538, 2066, 58937, 25426, 4209]",10,2.875,False,False,10
" local buses, and from 5 April ","[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]",202,905,2.40625,greedy,COVID,[18823],1,0.25,False,True,10
" local buses, and from 5 April ","[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]",193,6128,5.28125,greedy,033,"[40230, 26439]",2,0.55859375,False,True,10
" local buses, and from 5 April ","[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]",190,7001,6.53125,gcg,Detroit,"[64544, 29930, 40896, 63847]",4,2.046875,False,True,10
" local buses, and from 5 April ","[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]",20,423,7.15625,greedy,implement,"[44015, 42708, 35650]",3,0.953125,False,True,10
" local buses, and from 5 April ","[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]",6,33,7.59375,gcg,Cart,"[29943, 35245, 1148, 52433, 48632, 54001, 27611, 43494]",8,0.06396484375,False,True,10
" local buses, and from 5 April ","[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]",181,14077,8.0,gcg, disagreed,"[54115, 50794, 22999, 22920]",4,0.2734375,False,True,10
" local buses, and from 5 April ","[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]",177,17468,8.3125,greedy,ottesville,"[60901, 19124, 64590]",3,0.79296875,False,True,10
" local buses, and from 5 April ","[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]",13,1313,8.5,gcg, celebration,"[11670, 29795, 8246, 19464, 55348, 22563]",6,1.7421875,False,True,10
" local buses, and from 5 April ","[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]",100,1425,8.9375,gcg, Judge,"[16021, 30370, 39031, 15102, 53345, 22984, 40644, 29245, 48228, 31380]",10,2.0625,False,True,10
" local buses, and from 5 April ","[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]",/,26,9.0625,gcg, Born,"[24490, 26, 34951, 21049]",4,0.58203125,False,True,10
", and in 1935 the existence of","[204, 23, 273, 272, 204, 6128, 32, 248, 8508, 275]", two,847,4.6875,greedy, language,"[3599, 33808, 35445]",3,1.3046875,False,True,10
", and in 1935 the existence of","[204, 23, 273, 272, 204, 6128, 32, 248, 8508, 275]", what,637,5.96875,gcg,Sense,"[39257, 31948, 10385, 9308, 24086, 11913, 3611, 48528, 32506, 43626]",10,3.203125,False,False,10
", and in 1935 the existence of","[204, 23, 273, 272, 204, 6128, 32, 248, 8508, 275]", other,599,6.3125,gcg, hearing,"[6307, 599, 28890, 6509]",4,0.9296875,False,True,10
", and in 1935 the existence of","[204, 23, 273, 272, 204, 6128, 32, 248, 8508, 275]", uranium,47516,6.625,greedy, Uran,"[59033, 13551, 60868]",3,1.9765625,False,True,10
", and in 1935 the existence of","[204, 23, 273, 272, 204, 6128, 32, 248, 8508, 275]", hydrogen,16777,6.8125,gcg,Love,"[8648, 55614, 7534, 16777]",4,1.3671875,False,True,10
", and in 1935 the existence of","[204, 23, 273, 272, 204, 6128, 32, 248, 8508, 275]", five,2505,6.90625,greedy, existe,"[24923, 44943, 39171]",3,1.8828125,False,True,10
", and in 1935 the existence of","[204, 23, 273, 272, 204, 6128, 32, 248, 8508, 275]", S,302,7.15625,gcg,ú,"[4051, 338, 12883, 40730, 31332, 55830, 30958, 52547]",8,1.28125,False,True,10
", and in 1935 the existence of","[204, 23, 273, 272, 204, 6128, 32, 248, 8508, 275]", G,401,7.1875,greedy, bug,"[11336, 401]",2,1.3046875,False,True,10
", and in 1935 the existence of","[204, 23, 273, 272, 204, 6128, 32, 248, 8508, 275]", free,1232,7.28125,greedy,Fun,"[18437, 37557]",2,1.59375,False,True,10
" patch of grass, one of the firemen","[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]", told,2276,3.796875,gcg, Katrina,"[41130, 55989, 58883, 49425, 224, 39409, 28546, 21589]",8,1.1484375,False,True,10
" patch of grass, one of the firemen","[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]", and,273,4.40625,greedy,Includes,[40387],1,1.7578125,False,True,10
" patch of grass, one of the firemen","[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]", on,313,4.84375,gcg,NBC,"[37409, 41146, 12571, 61373]",4,1.7734375,False,True,10
" patch of grass, one of the firemen","[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]", from,427,5.1875,greedy,Disney,"[43057, 47760]",2,2.328125,False,True,10
" patch of grass, one of the firemen","[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]", climbed,21559,5.3125,greedy, scout,"[40494, 3713, 36073]",3,2.046875,False,True,10
" patch of grass, one of the firemen","[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]", then,832,5.4375,greedy,men,"[3279, 54494]",2,2.53125,False,True,10
" patch of grass, one of the firemen","[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]", made,1021,5.71875,gcg, handmade,"[22701, 454, 241, 48838]",4,2.203125,False,True,10
" patch of grass, one of the firemen","[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]", spotted,19038,5.8125,gcg,man,"[1342, 30169, 51225, 45690]",4,1.15625,False,True,10
" patch of grass, one of the firemen","[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]", knelt,55410,5.9375,gcg, Kne,"[55863, 60118, 54761, 25704, 11608, 17843]",6,0.83984375,False,True,10
"orphic, meaning that males and females had","[13040, 276, 204, 23, 4113, 325, 14702, 273, 15688, 618]", similar,2661,1.7265625,greedy, covari,[64341],1,0.78515625,False,True,10
"orphic, meaning that males and females had","[13040, 276, 204, 23, 4113, 325, 14702, 273, 15688, 618]", no,658,4.5625,greedy, aos,[33971],1,1.734375,False,True,10
"orphic, meaning that males and females had","[13040, 276, 204, 23, 4113, 325, 14702, 273, 15688, 618]", about,544,5.0625,gcg, ti,"[11825, 19875, 12555, 2804, 8305, 49142]",6,1.265625,False,True,10
"orphic, meaning that males and females had","[13040, 276, 204, 23, 4113, 325, 14702, 273, 15688, 618]", essentially,9919,5.71875,gcg, Essentially,"[40996, 446, 18332, 21590, 19, 17528]",6,1.4921875,False,True,10
"orphic, meaning that males and females had","[13040, 276, 204, 23, 4113, 325, 14702, 273, 15688, 618]", many,860,6.125,greedy, häuf,"[44509, 4552]",2,1.34375,False,True,10
"orphic, meaning that males and females had","[13040, 276, 204, 23, 4113, 325, 14702, 273, 15688, 618]", relatively,6976,6.625,gcg,	,"[192, 6976, 39, 58540]",4,1.1171875,False,True,10
"orphic, meaning that males and females had","[13040, 276, 204, 23, 4113, 325, 14702, 273, 15688, 618]",.,25,6.90625,gcg, bitstarz,"[35714, 60389, 32773, 58241]",4,1.3125,False,True,10
"orphic, meaning that males and females had","[13040, 276, 204, 23, 4113, 325, 14702, 273, 15688, 618]", differing,35609,7.21875,gcg,Property,"[9442, 51449, 49049, 24769, 35609, 54326]",6,1.015625,False,True,10
"orphic, meaning that males and females had","[13040, 276, 204, 23, 4113, 325, 14702, 273, 15688, 618]", somewhat,8359,7.4375,gcg, Dining,"[25779, 8495, 63267, 42334, 9332, 11843, 26514, 90, 8359, 36213]",10,1.1875,False,True,10
"orphic, meaning that males and females had","[13040, 276, 204, 23, 4113, 325, 14702, 273, 15688, 618]", sex,2225,7.5,greedy,Fuck,[34585],1,2.515625,False,True,10
 a part of the National Highway System as a principal arterial for its entire length ,"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]",--,563,4.59375,greedy,--,[563],1,0.10595703125,False,True,16
 a part of the National Highway System as a principal arterial for its entire length ,"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]","""",13,6.40625,greedy,"(""",[1672],1,1.484375,False,True,16
 a part of the National Highway System as a principal arterial for its entire length ,"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]",:,37,7.09375,greedy,闻,"[35592, 35388, 10462]",3,0.94140625,False,True,16
 a part of the National Highway System as a principal arterial for its entire length ,"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]",5,32,7.5,gcg, Darkness,"[43236, 247, 743, 24235, 289, 37741]",6,2.5625,False,True,16
 a part of the National Highway System as a principal arterial for its entire length ,"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]",7,34,7.71875,gcg, abbrevi,"[44323, 43426, 31266, 2227, 358, 39373, 62170, 58390]",8,2.578125,False,True,16
 a part of the National Highway System as a principal arterial for its entire length ,"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]",9,36,7.96875,gcg,909,"[45469, 58279, 23181, 48080, 55626, 29159]",6,1.1171875,False,True,16
 a part of the National Highway System as a principal arterial for its entire length ,"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]",23,1871,8.25,gcg,nl,"[24084, 24488, 57534, 44897, 25659, 31017, 7840, 52705]",8,1.1875,False,True,16
 a part of the National Highway System as a principal arterial for its entire length ,"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]",17,1392,8.375,gcg,017,"[32281, 37048, 8897, 26090]",4,0.71875,False,True,16
 a part of the National Highway System as a principal arterial for its entire length ,"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]",$,15,8.5625,greedy,$\,"[4929, 64397]",2,0.50390625,False,True,16
= Specifications ( MiG @-@ 9 ) =,"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]", Engine,5459,4.71875,greedy,Home,"[10244, 17312]",2,1.640625,False,True,16
= Specifications ( MiG @-@ 9 ) =,"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]", A,317,5.90625,greedy,>>DOMAIN<<,"[7, 44]",2,1.7578125,False,True,16
= Specifications ( MiG @-@ 9 ) =,"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]", Arm,10572,6.1875,greedy,Home,"[10244, 42351]",2,1.4765625,False,True,16
= Specifications ( MiG @-@ 9 ) =,"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]", Performance,11398,6.5,gcg, misconception,"[51544, 325, 42630, 51096]",4,1.90625,False,True,16
= Specifications ( MiG @-@ 9 ) =,"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]", W,367,6.6875,greedy,Faculty,"[55149, 26953, 66]",3,1.6640625,False,True,16
= Specifications ( MiG @-@ 9 ) =,"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]", Engines,61819,6.8125,gcg, ♥,"[36197, 44164, 17485, 16163, 563, 63897, 26665, 61819]",8,0.66796875,False,True,16
= Specifications ( MiG @-@ 9 ) =,"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]", Length,17681,6.9375,gcg,Magn,"[36393, 25022, 15618, 27077]",4,0.859375,False,True,16
= Specifications ( MiG @-@ 9 ) =,"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]", Mod,4541,7.03125,gcg,Mod,"[6509, 32603, 14926, 61316]",4,1.3671875,False,True,16
= Specifications ( MiG @-@ 9 ) =,"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]", Number,8131,7.1875,gcg,:=,"[6523, 10566, 20019, 23112]",4,1.296875,False,True,16
andy. Finally Fulk achieved his goal through the marriage of Geoffrey and Mat,"[10058, 204, 25, 10008, 378, 20397, 8894, 545, 3481, 788, 248, 5838, 275, 59198, 273, 5972]",ilda,28943,0.0052490234375,base,,[],0,-1.0,True,True,16
andy. Finally Fulk achieved his goal through the marriage of Geoffrey and Mat,"[10058, 204, 25, 10008, 378, 20397, 8894, 545, 3481, 788, 248, 5838, 275, 59198, 273, 5972]",illa,4382,10.9375,gcg, Recommended,"[32222, 31383, 932, 49287, 1222, 29268, 409, 64984, 2473, 50220]",10,3.765625,False,False,16
andy. Finally Fulk achieved his goal through the marriage of Geoffrey and Mat,"[10058, 204, 25, 10008, 378, 20397, 8894, 545, 3481, 788, 248, 5838, 275, 59198, 273, 5972]",ill,350,12.1875,gcg, obsess,"[32752, 5972, 350, 16807]",4,0.1328125,False,True,16
andy. Finally Fulk achieved his goal through the marriage of Geoffrey and Mat,"[10058, 204, 25, 10008, 378, 20397, 8894, 545, 3481, 788, 248, 5838, 275, 59198, 273, 5972]",ina,1317,12.875,gcg,NBA,"[49167, 39516, 23968, 2924]",4,0.65234375,False,True,16
andy. Finally Fulk achieved his goal through the marriage of Geoffrey and Mat,"[10058, 204, 25, 10008, 378, 20397, 8894, 545, 3481, 788, 248, 5838, 275, 59198, 273, 5972]",on,245,13.375,gcg, Pepsi,"[50348, 15562, 39141, 11225, 245, 53634, 5002, 15739]",8,0.021240234375,False,True,16
andy. Finally Fulk achieved his goal through the marriage of Geoffrey and Mat,"[10058, 204, 25, 10008, 378, 20397, 8894, 545, 3481, 788, 248, 5838, 275, 59198, 273, 5972]",ush,1519,13.6875,gcg,Equipment,"[52494, 45253, 11225, 20639, 37048, 979]",6,0.06005859375,False,True,16
andy. Finally Fulk achieved his goal through the marriage of Geoffrey and Mat,"[10058, 204, 25, 10008, 378, 20397, 8894, 545, 3481, 788, 248, 5838, 275, 59198, 273, 5972]",ille,2473,14.0,gcg,Mat,"[11225, 2473, 36995, 61792]",4,0.068359375,False,True,16
andy. Finally Fulk achieved his goal through the marriage of Geoffrey and Mat,"[10058, 204, 25, 10008, 378, 20397, 8894, 545, 3481, 788, 248, 5838, 275, 59198, 273, 5972]",IL,4125,14.125,gcg, component,"[7057, 60822, 30295, 455, 57015, 46941, 11211, 59300, 49741, 4125]",10,0.7734375,False,True,16
andy. Finally Fulk achieved his goal through the marriage of Geoffrey and Mat,"[10058, 204, 25, 10008, 378, 20397, 8894, 545, 3481, 788, 248, 5838, 275, 59198, 273, 5972]",ay,316,14.3125,gcg, sandwich,"[18872, 35346, 331, 249, 316, 5972]",6,0.053955078125,False,True,16
andy. Finally Fulk achieved his goal through the marriage of Geoffrey and Mat,"[10058, 204, 25, 10008, 378, 20397, 8894, 545, 3481, 788, 248, 5838, 275, 59198, 273, 5972]",ilin,53860,14.4375,gcg, MAT,"[23725, 53860, 36611, 9937, 23497, 42837]",6,0.0595703125,False,True,16
" David Duchovny was pleased with the script, describing it as a","[4653, 361, 718, 620, 2713, 398, 9055, 335, 248, 6212, 204, 23, 16835, 334, 345, 241]", comedy,13909,5.0625,gcg, photo,"[4609, 13909, 4806, 19008]",4,1.3671875,False,True,16
" David Duchovny was pleased with the script, describing it as a","[4653, 361, 718, 620, 2713, 398, 9055, 335, 248, 6212, 204, 23, 16835, 334, 345, 241]", fun,1041,5.4375,gcg, CAT,"[36048, 55727, 43840, 31383]",4,2.46875,False,True,16
" David Duchovny was pleased with the script, describing it as a","[4653, 361, 718, 620, 2713, 398, 9055, 335, 248, 6212, 204, 23, 16835, 334, 345, 241]","""",13,5.8125,gcg, Microsoft,"[5965, 13011, 60433, 1311]",4,0.4140625,False,True,16
" David Duchovny was pleased with the script, describing it as a","[4653, 361, 718, 620, 2713, 398, 9055, 335, 248, 6212, 204, 23, 16835, 334, 345, 241]", bit,1673,6.125,gcg, bit,"[1673, 46009, 15183, 3213, 56074, 49741, 20690, 47395]",8,0.91796875,False,True,16
" David Duchovny was pleased with the script, describing it as a","[4653, 361, 718, 620, 2713, 398, 9055, 335, 248, 6212, 204, 23, 16835, 334, 345, 241]", character,2655,6.21875,gcg,�,"[8758, 20839, 6100, 33785]",4,0.9296875,False,True,16
" David Duchovny was pleased with the script, describing it as a","[4653, 361, 718, 620, 2713, 398, 9055, 335, 248, 6212, 204, 23, 16835, 334, 345, 241]", true,2031,6.4375,gcg, poorer,"[42077, 10190, 33785, 880]",4,0.67578125,False,True,16
" David Duchovny was pleased with the script, describing it as a","[4653, 361, 718, 620, 2713, 398, 9055, 335, 248, 6212, 204, 23, 16835, 334, 345, 241]", page,2113,6.625,gcg, Page,"[7846, 78, 8897, 51999]",4,2.078125,False,True,16
" David Duchovny was pleased with the script, describing it as a","[4653, 361, 718, 620, 2713, 398, 9055, 335, 248, 6212, 204, 23, 16835, 334, 345, 241]", piece,3522,6.84375,gcg, reviewers,"[34721, 5941, 16918, 38255, 39853, 28352, 416, 52726]",8,1.921875,False,True,16
" David Duchovny was pleased with the script, describing it as a","[4653, 361, 718, 620, 2713, 398, 9055, 335, 248, 6212, 204, 23, 16835, 334, 345, 241]", continuation,31137,7.03125,gcg, Smile,"[41812, 41935, 7872, 44316, 53751, 18067]",6,0.87890625,False,True,16
" fastest lap, but was penalised five positions on the grid for impeding","[14802, 13339, 204, 23, 480, 398, 31570, 1649, 2505, 7349, 313, 248, 11300, 312, 902, 9464]", a,241,2.640625,greedy, lacrosse,[62132],1,2.015625,False,True,16
