question_ids,question,answer_ids,answer,question_length,_base_rank
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",4598, Hol,8,21730
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",64535, Fass,8,21995
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",49376, Tata,8,22260
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",8815,words,8,22525
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",40414, mosaic,8,22790
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",23384,again,8,23055
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",6745,Item,8,23320
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",37949, Kingston,8,23585
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",50508, florida,8,23850
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",20650, toes,8,24115
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",10376, behalf,8,24380
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",25563,Far,8,24645
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",29683, pistol,8,24910
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",51935, boldly,8,25175
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",28658, fluids,8,25440
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",36751, epile,8,25705
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",18908, Cho,8,25970
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",28856, Laur,8,26235
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",24727,Feature,8,26500
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",709,ple,8,26765
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",14784, Nach,8,27030
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",2371,itch,8,27295
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",23348, laiss,8,27560
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",27200, quoi,8,27825
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",20928, Thread,8,28090
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",47779, electrode,8,28355
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",22682, criminals,8,28620
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",47594,『,8,28885
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",16680, json,8,29150
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",40580, symb,8,29415
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",53993,=/,8,29680
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",56862, XIV,8,29945
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",62984, Arrival,8,30210
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",64977, scum,8,30475
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",7055,length,8,30740
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",2827,name,8,31005
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",27617, Adding,8,31270
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",47005,ел,8,31535
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",63678, acquires,8,31800
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",58319, liebe,8,32065
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",31097, sarebbe,8,32330
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",41209,.’”,8,32595
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",36863, Titans,8,32860
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",12120,",’",8,33125
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",33197, bananas,8,33390
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",12088,usc,8,33655
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",58699, crev,8,33920
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",61522, anatomical,8,34185
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",10303,effect,8,34450
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",30505, incurred,8,34715
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",11347,自己,8,34980
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",40184, Leaving,8,35245
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",6197,weight,8,35510
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",49333, ahí,8,35775
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",63808,essay,8,36040
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",9747, aber,8,36305
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",993,iel,8,36570
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",1480,ron,8,36835
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",29102, jeder,8,37100
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",52417, argv,8,37365
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",53759, commandments,8,37630
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",4788, vacc,8,37895
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",33336, Inspector,8,38160
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",45508, Granted,8,38425
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",24344,cott,8,38690
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",49969, Traff,8,38955
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",23593, Venez,8,39220
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",23298, resear,8,39485
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",57927, Chesapeake,8,39750
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",44943, infer,8,40015
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",36525, palate,8,40280
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",33014,Japanese,8,40545
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",64523, elektr,8,40810
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",23072,Sync,8,41075
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",60247,Lol,8,41340
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",55906, Tires,8,41605
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",45067,inia,8,41870
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",62537, gost,8,42135
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",53988, Sherlock,8,42400
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",10971,文,8,42665
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",24851,íf,8,42930
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",19887, weite,8,43195
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",8134,db,8,43460
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",30742,Methods,8,43725
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",1227,ivers,8,43990
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",24470, tijd,8,44255
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",47012, Verk,8,44520
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",25039,imens,8,44785
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",61788, �,8,45050
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",18514,ène,8,45315
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",52017, silenz,8,45580
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",44936, steeds,8,45845
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",36407,ibilité,8,46110
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",50810, Antwort,8,46375
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",46005,Execute,8,46640
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",815,pect,8,46905
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",40714, NGOs,8,47170
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",60519, landowners,8,47435
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",39637,是在,8,47700
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",8654,acking,8,47965
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",19453,rina,8,48230
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",29465,Eric,8,48495
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",26188, Philosophy,8,48760
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",29194,Squ,8,49025
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",34306, liquids,8,49290
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",9156,oat,8,49555
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",38206,830,8,49820
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",16162,gov,8,50085
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",41828, gör,8,50350
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",43370,heading,8,50615
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",40005,�,8,50880
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",8309,Ut,8,51145
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",60588,Subst,8,51410
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",40787,Seq,8,51675
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",63697, Manip,8,51940
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",59142,estown,8,52205
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",64787, Entscheidung,8,52470
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",50294,weisen,8,52735
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",21543,heter,8,53000
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",36358,orr,8,53265
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",19832,166,8,53530
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",8057,color,8,53795
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",54985,Advice,8,54060
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",39633,'../../,8,54325
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",14446,ardless,8,54590
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",62296,明�,8,54855
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",46724,truth,8,55120
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",19466,NN,8,55385
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",35619,ienta,8,55650
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",8695,Net,8,55915
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",54420,ouw,8,56180
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",42978,715,8,56445
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",44546, Verify,8,56710
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",62411, Enlarg,8,56975
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",53614, Preschool,8,57240
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",38536,Messages,8,57505
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",63553,bulk,8,57770
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",57416,herst,8,58035
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",46164,Practice,8,58300
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",45840,556,8,58565
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",28361,starz,8,58830
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",25114,enabled,8,59095
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",52370,Brook,8,59360
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",10156,idget,8,59625
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",30060,办,8,59890
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",32586,linked,8,60155
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",24324,condition,8,60420
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",32652,Technology,8,60685
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",60109,iak,8,60950
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",18057,ancia,8,61215
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",61129,Mach,8,61480
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",14993,år,8,61745
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",53037,VENTION,8,62010
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",62318,jeta,8,62275
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",46205,nik�,8,62540
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",51833, wszystkim,8,62805
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",27504,itä,8,63070
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",62084,Housing,8,63335
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",39352,ichts,8,63600
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",61310,oń,8,63865
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",64896,ulação,8,64130
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",41949,ophage,8,64395
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",50185,Capacity,8,64660
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",25570,olan,8,64925
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,25,.,8,0
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,2357, probably,8,265
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,2218, amount,8,530
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,1252, something,8,795
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,17617, forcing,8,1060
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,7461, losing,8,1325
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,9530, joining,8,1590
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,8181, charged,8,1855
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,6497, pulled,8,2120
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,16930, accordingly,8,2385
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,19722, WHO,8,2650
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,14764, enabling,8,2915
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,83,h,8,3180
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,5,>>ANSWER<<,8,3445
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,10597, Living,8,3710
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,3966, Department,8,3975
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,45967, owes,8,4240
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,5416, reb,8,4505
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,56194,)',8,4770
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,1954,back,8,5035
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,18800, conclude,8,5300
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,28612, Forex,8,5565
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,1569, money,8,5830
