question,question_ids,answer,answer_ids,base_loss,search_method,best_prompt,best_prompt_ids,prompt_length,prompted_loss,base_correct,prompt_correct,question_length
", and in 1935 the existence of","[204, 23, 273, 272, 204, 6128, 32, 248, 8508, 275]", gear,8496,13.5625,gcg,Gear,"[58272, 492, 30510, 47995]",4,1.0234375,False,True,10
", and in 1935 the existence of","[204, 23, 273, 272, 204, 6128, 32, 248, 8508, 275]",ways,1153,16.0,gcg, exe,"[61631, 27219, 18251, 40322, 36005, 17158, 45165, 47845, 22053, 36344]",10,4.4375,False,False,10
", and in 1935 the existence of","[204, 23, 273, 272, 204, 6128, 32, 248, 8508, 275]", webinar,20240,18.625,gcg, Edgar,"[39189, 1798, 36929, 20880, 35250, 61839, 34186, 40930, 55144, 2918]",10,1.96875,False,False,10
" patch of grass, one of the firemen","[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]", opposite,8260,11.75,gcg,.[,"[6873, 47959, 8260, 592, 2001, 48524]",6,1.203125,False,True,10
" patch of grass, one of the firemen","[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]", lou,15918,15.875,gcg, brides,"[20288, 32435, 24136, 42963, 23140, 5101, 33467, 22233, 26416, 50720]",10,2.546875,False,False,10
" patch of grass, one of the firemen","[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]",ferably,51640,17.5,gcg, Vape,"[52428, 4978, 38895, 1821, 11092, 1342, 8018, 13363, 50681, 57922]",10,7.21875,False,False,10
" patch of grass, one of the firemen","[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]",ovy,39857,19.125,gcg,Charge,"[57846, 43622, 18229, 24736, 326, 57016, 44505, 2564, 42034, 20514]",10,5.96875,False,False,10
 a part of the National Highway System as a principal arterial for its entire length ,"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", Soviet,16023,17.875,gcg, Marxist,"[56551, 13670, 47782, 204, 16023, 53480]",6,1.8984375,False,True,16
 a part of the National Highway System as a principal arterial for its entire length ,"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", Highest,53685,19.625,gcg, HDR,"[40009, 45289, 56182, 5448, 24363, 8502, 20826, 21506, 30635, 4]",10,9.0,False,False,16
 a part of the National Highway System as a principal arterial for its entire length ,"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", Reaction,57903,20.5,gcg, Reaction,"[57903, 5788, 32368, 47162, 204, 57903]",6,1.484375,False,True,16
 a part of the National Highway System as a principal arterial for its entire length ,"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", Laugh,51941,22.0,gcg, communism,"[54174, 51941, 51941, 5196, 9141, 6085, 40745, 61135]",8,0.6328125,False,True,16
= Specifications ( MiG @-@ 9 ) =,"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]", site,1692,13.125,gcg,Archives,"[57713, 37713, 64577, 32103, 44864, 9335]",6,1.9765625,False,True,16
= Specifications ( MiG @-@ 9 ) =,"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]", trees,6245,15.8125,gcg, Desk,"[25587, 102, 37852, 56347, 30818, 24149, 6245, 9691, 880, 89]",10,0.7734375,False,True,16
= Specifications ( MiG @-@ 9 ) =,"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",okes,7491,17.625,gcg,Home,"[10244, 24838, 40, 7491]",4,0.322265625,False,True,16
= Specifications ( MiG @-@ 9 ) =,"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]", méthode,58442,19.375,gcg, Methods,"[19744, 37856, 27949, 27007, 32773, 37433, 44678, 45758, 6065, 14148]",10,1.59375,False,True,16
andy. Finally Fulk achieved his goal through the marriage of Geoffrey and Mat,"[10058, 204, 25, 10008, 378, 20397, 8894, 545, 3481, 788, 248, 5838, 275, 59198, 273, 5972]", lol,12929,21.625,gcg,>>COMMENT<<,"[4, 53010, 11225, 12911, 1786, 36477]",6,1.546875,False,True,16
andy. Finally Fulk achieved his goal through the marriage of Geoffrey and Mat,"[10058, 204, 25, 10008, 378, 20397, 8894, 545, 3481, 788, 248, 5838, 275, 59198, 273, 5972]", Assam,61076,23.375,gcg, Chia,"[57572, 60689, 34797, 5972, 61076, 31918]",6,0.0400390625,False,True,16
andy. Finally Fulk achieved his goal through the marriage of Geoffrey and Mat,"[10058, 204, 25, 10008, 378, 20397, 8894, 545, 3481, 788, 248, 5838, 275, 59198, 273, 5972]", marina,50585,24.875,gcg, Skill,"[28789, 40403, 33529, 22697, 20919, 63093, 8897, 37812, 42865, 26599]",10,0.279296875,False,True,16
andy. Finally Fulk achieved his goal through the marriage of Geoffrey and Mat,"[10058, 204, 25, 10008, 378, 20397, 8894, 545, 3481, 788, 248, 5838, 275, 59198, 273, 5972]", mů�,27089,27.375,gcg,Mat,"[11225, 42520, 36752, 19591, 4004, 2831, 60572, 28612, 41278, 26572]",10,7.5,False,False,16
" David Duchovny was pleased with the script, describing it as a","[4653, 361, 718, 620, 2713, 398, 9055, 335, 248, 6212, 204, 23, 16835, 334, 345, 241]", kal,40885,15.5,gcg,HAM,"[62780, 40885, 18336, 57384]",4,1.5390625,False,True,16
" David Duchovny was pleased with the script, describing it as a","[4653, 361, 718, 620, 2713, 398, 9055, 335, 248, 6212, 204, 23, 16835, 334, 345, 241]", Busch,58620,17.75,gcg,sweet,"[40242, 553, 55189, 25707, 40631, 49741, 63455, 22265, 27757, 58620]",10,3.125,False,False,16
" David Duchovny was pleased with the script, describing it as a","[4653, 361, 718, 620, 2713, 398, 9055, 335, 248, 6212, 204, 23, 16835, 334, 345, 241]",indle,40596,19.5,gcg,Fat,"[34734, 51010, 61152, 9549, 3400, 18839, 9499, 56271, 48228, 1956]",10,11.3125,False,False,16
" David Duchovny was pleased with the script, describing it as a","[4653, 361, 718, 620, 2713, 398, 9055, 335, 248, 6212, 204, 23, 16835, 334, 345, 241]",uzioni,52972,22.75,gcg,izio,"[19032, 25345, 692, 21732, 2118, 38077, 54110, 1068, 54705, 25991]",10,13.4375,False,False,16
" was named to the pentathlon team, which also included future International Olympic Committee president Avery Brundage ","[398, 5200, 271, 248, 9587, 37404, 1255, 204, 23, 585, 614, 3345, 2108, 3864, 15789, 6628, 4179, 38161, 10960, 343, 484, 204]",rivate,5912,18.25,gcg,coin,"[5710, 156, 53180, 35254, 25012, 32695, 43887, 28841, 12846, 28546]",10,10.0,False,False,22
" was named to the pentathlon team, which also included future International Olympic Committee president Avery Brundage ","[398, 5200, 271, 248, 9587, 37404, 1255, 204, 23, 585, 614, 3345, 2108, 3864, 15789, 6628, 4179, 38161, 10960, 343, 484, 204]", loi,39554,19.25,gcg, Luigi,"[62375, 9488, 11956, 59091, 11149, 36918, 1501, 50286, 204, 35376]",10,4.625,False,False,22
" was named to the pentathlon team, which also included future International Olympic Committee president Avery Brundage ","[398, 5200, 271, 248, 9587, 37404, 1255, 204, 23, 585, 614, 3345, 2108, 3864, 15789, 6628, 4179, 38161, 10960, 343, 484, 204]",arti,31190,20.375,gcg,"–,","[48893, 10824, 24547, 43551, 32499, 53633, 19255, 25572, 59191, 21167]",10,11.5625,False,False,22
", a defector from the Church of Scientology provided the Sunday Times with internal documents detailing the smear campaign","[204, 23, 241, 984, 7856, 427, 248, 5222, 275, 12881, 1303, 2930, 248, 4657, 6683, 335, 5788, 5759, 27209, 248, 52350, 3942]", globally,15590,13.375,gcg,/>,"[2541, 3942, 15590, 2934, 25214, 22892]",6,0.64453125,False,True,22
", a defector from the Church of Scientology provided the Sunday Times with internal documents detailing the smear campaign","[204, 23, 241, 984, 7856, 427, 248, 5222, 275, 12881, 1303, 2930, 248, 4657, 6683, 335, 5788, 5759, 27209, 248, 52350, 3942]",>:,48190,17.125,gcg,",:","[63500, 15549, 287, 51233, 41, 63979, 48190, 2723, 39, 49026]",10,1.1328125,False,True,22
", a defector from the Church of Scientology provided the Sunday Times with internal documents detailing the smear campaign","[204, 23, 241, 984, 7856, 427, 248, 5222, 275, 12881, 1303, 2930, 248, 4657, 6683, 335, 5788, 5759, 27209, 248, 52350, 3942]", attain,16899,18.625,gcg,Attach,"[61422, 77, 12913, 621, 18231, 54610, 6234, 4583, 2312, 53629]",10,0.38671875,False,True,22
", a defector from the Church of Scientology provided the Sunday Times with internal documents detailing the smear campaign","[204, 23, 241, 984, 7856, 427, 248, 5222, 275, 12881, 1303, 2930, 248, 4657, 6683, 335, 5788, 5759, 27209, 248, 52350, 3942]", cubes,29868,20.0,gcg, Grid,"[24874, 47725, 30737, 24261, 45299, 29868, 303, 5696]",8,1.2109375,False,True,22
" were not representative of the air force. For a few days after the attack, the areas around the","[646, 416, 11093, 275, 248, 1829, 4091, 204, 25, 1133, 241, 1218, 1522, 852, 248, 3033, 204, 23, 248, 2698, 1111, 248]", angry,10787,11.6875,gcg, �,"[64184, 59657, 17264, 30077, 55716, 11713]",6,0.96875,False,True,22
" were not representative of the air force. For a few days after the attack, the areas around the","[646, 416, 11093, 275, 248, 1829, 4091, 204, 25, 1133, 241, 1218, 1522, 852, 248, 3033, 204, 23, 248, 2698, 1111, 248]", Dé,31091,14.875,gcg, around,"[1111, 63535, 84, 49408, 59812, 31091]",6,0.5546875,False,True,22
" were not representative of the air force. For a few days after the attack, the areas around the","[646, 416, 11093, 275, 248, 1829, 4091, 204, 25, 1133, 241, 1218, 1522, 852, 248, 3033, 204, 23, 248, 2698, 1111, 248]",ordo,27542,17.125,gcg, tâ,"[45493, 1111, 248, 27542]",4,1.3359375,False,True,22
" were not representative of the air force. For a few days after the attack, the areas around the","[646, 416, 11093, 275, 248, 1829, 4091, 204, 25, 1133, 241, 1218, 1522, 852, 248, 3033, 204, 23, 248, 2698, 1111, 248]",ranean,18279,19.25,gcg, Anchorage,"[56264, 64925, 37331, 15377, 30435, 51155, 38732, 289, 29929, 23485]",10,12.3125,False,False,22
"s focus on "" lonely sadness "" ( koi ) was interpreted in a couple of ways","[94, 1966, 313, 204, 13, 21384, 24428, 204, 13, 204, 19, 429, 5214, 204, 20, 398, 23575, 272, 241, 2916, 275, 2498]", Tam,15740,15.625,gcg, Hitchcock,"[63293, 3180, 53639, 23717, 62248, 15740, 22876, 39278, 45619, 28133]",10,1.1875,False,True,22
"s focus on "" lonely sadness "" ( koi ) was interpreted in a couple of ways","[94, 1966, 313, 204, 13, 21384, 24428, 204, 13, 204, 19, 429, 5214, 204, 20, 398, 23575, 272, 241, 2916, 275, 2498]", baj,42133,17.5,gcg, NPC,"[42539, 33566, 51981, 13464, 27500, 47824, 52610, 37, 20903, 54099]",10,1.046875,False,True,22
"s focus on "" lonely sadness "" ( koi ) was interpreted in a couple of ways","[94, 1966, 313, 204, 13, 21384, 24428, 204, 13, 204, 19, 429, 5214, 204, 20, 398, 23575, 272, 241, 2916, 275, 2498]",maid,40561,18.75,gcg, Discipline,"[61907, 43824, 40561, 46603, 16194, 14310, 34623, 16830, 46145, 40561]",10,0.400390625,False,True,22
"s focus on "" lonely sadness "" ( koi ) was interpreted in a couple of ways","[94, 1966, 313, 204, 13, 21384, 24428, 204, 13, 204, 19, 429, 5214, 204, 20, 398, 23575, 272, 241, 2916, 275, 2498]",etheus,54836,20.125,gcg, waitress,"[50897, 29646, 12877, 38256, 28589, 56913, 47927, 14632, 46076, 3022]",10,9.875,False,False,22
" to be merged to form the new university, and there were other possible candidates for the presidency. Albert A. Murphree, president of Florida","[271, 314, 30245, 271, 1052, 248, 627, 7039, 204, 23, 273, 629, 646, 599, 1777, 7674, 312, 248, 30352, 204, 25, 17018, 317, 25, 7980, 747, 609, 204, 23, 4179, 275, 5837]", drove,12644,16.375,gcg, Matrix,"[27521, 5483, 60773, 22643, 1232, 8052, 29972, 45188, 12644, 62044]",10,1.6796875,False,True,32
" to be merged to form the new university, and there were other possible candidates for the presidency. Albert A. Murphree, president of Florida","[271, 314, 30245, 271, 1052, 248, 627, 7039, 204, 23, 273, 629, 646, 599, 1777, 7674, 312, 248, 30352, 204, 25, 17018, 317, 25, 7980, 747, 609, 204, 23, 4179, 275, 5837]",.$$,57915,18.5,gcg,.'',"[53345, 39030, 23120, 45847, 45511, 18320, 15, 12421, 58529, 20914]",10,9.8125,False,False,32
" to be merged to form the new university, and there were other possible candidates for the presidency. Albert A. Murphree, president of Florida","[271, 314, 30245, 271, 1052, 248, 627, 7039, 204, 23, 273, 629, 646, 599, 1777, 7674, 312, 248, 30352, 204, 25, 17018, 317, 25, 7980, 747, 609, 204, 23, 4179, 275, 5837]", Customize,62493,19.875,gcg,ITEM,"[58637, 24001, 46784, 5837, 62493, 52436]",6,0.5234375,False,True,32
" to be merged to form the new university, and there were other possible candidates for the presidency. Albert A. Murphree, president of Florida","[271, 314, 30245, 271, 1052, 248, 627, 7039, 204, 23, 273, 629, 646, 599, 1777, 7674, 312, 248, 30352, 204, 25, 17018, 317, 25, 7980, 747, 609, 204, 23, 4179, 275, 5837]",clear,11308,21.875,gcg, Dental,"[18189, 61850, 37764, 44314, 5403, 27535, 34688, 679, 50463, 47321]",10,10.75,False,False,32
" The guitar solo of "" Fix You "" is currently used as the player introduction at all of the National Hockey League's Montreal Canadiens ","[390, 9556, 6522, 275, 204, 13, 17004, 781, 204, 13, 304, 3250, 1042, 345, 248, 3850, 9705, 388, 455, 275, 248, 2926, 27903, 7036, 204, 18, 94, 23160, 1853, 12625, 594, 204]",ellers,14834,18.0,gcg, capable,"[7487, 5582, 27953, 750, 94, 3590, 59959, 55028, 33794, 58949]",10,10.4375,False,False,32
" The guitar solo of "" Fix You "" is currently used as the player introduction at all of the National Hockey League's Montreal Canadiens ","[390, 9556, 6522, 275, 204, 13, 17004, 781, 204, 13, 304, 3250, 1042, 345, 248, 3850, 9705, 388, 455, 275, 248, 2926, 27903, 7036, 204, 18, 94, 23160, 1853, 12625, 594, 204]", journalists,17496,19.375,gcg,Press,"[6700, 18871, 42035, 14222, 14218, 12542, 45662, 14464, 4, 34437]",10,12.0625,False,False,32
" The guitar solo of "" Fix You "" is currently used as the player introduction at all of the National Hockey League's Montreal Canadiens ","[390, 9556, 6522, 275, 204, 13, 17004, 781, 204, 13, 304, 3250, 1042, 345, 248, 3850, 9705, 388, 455, 275, 248, 2926, 27903, 7036, 204, 18, 94, 23160, 1853, 12625, 594, 204]", mask,8406,20.5,gcg,mask,"[20344, 43845, 204, 40962, 59056, 1751, 32075, 29863, 8406, 7561]",10,3.03125,False,False,32
" The guitar solo of "" Fix You "" is currently used as the player introduction at all of the National Hockey League's Montreal Canadiens ","[390, 9556, 6522, 275, 204, 13, 17004, 781, 204, 13, 304, 3250, 1042, 345, 248, 3850, 9705, 388, 455, 275, 248, 2926, 27903, 7036, 204, 18, 94, 23160, 1853, 12625, 594, 204]",Jen,46019,23.25,gcg,••,"[32054, 47527, 28651, 20538, 206, 2897, 22581, 61798, 54210, 49580]",10,15.0625,False,False,32
 NY 23 in western Columbia County. The route separates from NY 23 south of Hudson and rejoins its parent east of the village in Claverack,"[6577, 204, 1871, 272, 11627, 12360, 3402, 204, 25, 390, 7128, 38721, 427, 6577, 204, 1871, 6520, 275, 22470, 273, 31317, 965, 701, 2386, 10001, 275, 248, 7997, 272, 1156, 11652, 448]",ogene,18701,17.875,gcg, competitiveness,"[40423, 50510, 58354, 16524, 2083, 8888, 56438, 25077, 33409, 34173]",10,7.75,False,False,32
 NY 23 in western Columbia County. The route separates from NY 23 south of Hudson and rejoins its parent east of the village in Claverack,"[6577, 204, 1871, 272, 11627, 12360, 3402, 204, 25, 390, 7128, 38721, 427, 6577, 204, 1871, 6520, 275, 22470, 273, 31317, 965, 701, 2386, 10001, 275, 248, 7997, 272, 1156, 11652, 448]", nau,38470,19.25,gcg, NA,"[15958, 49963, 59503, 61014, 25, 38470, 15638, 48497, 29711, 45262]",10,3.296875,False,False,32
 NY 23 in western Columbia County. The route separates from NY 23 south of Hudson and rejoins its parent east of the village in Claverack,"[6577, 204, 1871, 272, 11627, 12360, 3402, 204, 25, 390, 7128, 38721, 427, 6577, 204, 1871, 6520, 275, 22470, 273, 31317, 965, 701, 2386, 10001, 275, 248, 7997, 272, 1156, 11652, 448]", zost,45862,20.5,gcg,aki,"[10824, 34223, 41231, 45746, 45904, 15387, 57217, 23411, 41206, 24142]",10,9.5,False,False,32
" viable today. Seismic stations have been maintained on Hawaiʻi since the Observatory's inception, but these were concentrated primarily on Kī","[18126, 1722, 204, 25, 1154, 41912, 11226, 413, 650, 11131, 313, 12705, 144, 131, 84, 1428, 248, 45958, 204, 18, 94, 30636, 204, 23, 480, 783, 646, 20664, 8708, 313, 531, 35206]",别,17964,14.6875,gcg, TU,"[49413, 35206, 51668, 56410, 21644, 24092, 14305, 4714, 11088, 6075]",10,8.75,False,False,32
" viable today. Seismic stations have been maintained on Hawaiʻi since the Observatory's inception, but these were concentrated primarily on Kī","[18126, 1722, 204, 25, 1154, 41912, 11226, 413, 650, 11131, 313, 12705, 144, 131, 84, 1428, 248, 45958, 204, 18, 94, 30636, 204, 23, 480, 783, 646, 20664, 8708, 313, 531, 35206]", marks,10270,18.875,gcg,"

 ","[4824, 33208, 18266, 21535, 24092, 10270, 55371, 64567]",8,0.294921875,False,True,32
" viable today. Seismic stations have been maintained on Hawaiʻi since the Observatory's inception, but these were concentrated primarily on Kī","[18126, 1722, 204, 25, 1154, 41912, 11226, 413, 650, 11131, 313, 12705, 144, 131, 84, 1428, 248, 45958, 204, 18, 94, 30636, 204, 23, 480, 783, 646, 20664, 8708, 313, 531, 35206]",Vice,46635,20.5,gcg, subject,"[2828, 31990, 17147, 54, 13062, 43515, 3772, 14594, 15847, 13878]",10,5.46875,False,False,32
" viable today. Seismic stations have been maintained on Hawaiʻi since the Observatory's inception, but these were concentrated primarily on Kī","[18126, 1722, 204, 25, 1154, 41912, 11226, 413, 650, 11131, 313, 12705, 144, 131, 84, 1428, 248, 45958, 204, 18, 94, 30636, 204, 23, 480, 783, 646, 20664, 8708, 313, 531, 35206]", Delete,29638,22.375,gcg,Copy,"[15396, 21169, 21021, 50230, 38765, 60280, 33446, 45505, 50532, 44365]",10,14.625,False,False,32
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", hes,9483,11.75,gcg,Received,"[35591, 64035, 50335, 58172]",4,1.015625,False,True,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", mexico,51054,16.375,gcg, tub,"[8194, 752, 16863, 2595, 31723, 18086, 30240, 51054, 37123, 42582]",10,1.3671875,False,True,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", Leaving,40184,18.125,gcg,Receive,"[40648, 60572, 60288, 55690, 15727, 7649, 2118, 1042]",8,0.462890625,False,True,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]",estown,59142,19.75,gcg, Cou,"[11244, 64675, 42859, 50335, 57286, 31874, 44010, 6352, 48515, 10413]",10,9.8125,False,False,8
 had been killed during the previous six months,"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", Department,3966,14.8125,gcg, Department,"[3966, 10756, 3966, 35818]",4,0.60546875,False,True,8
 had been killed during the previous six months,"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", Dynasty,50178,17.5,gcg, Dynasty,"[50178, 28922, 30499, 10793, 2836, 50178]",6,0.3359375,False,True,8
 had been killed during the previous six months,"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", GF,44630,18.625,gcg, Glitter,"[60406, 37782, 44630, 48190]",4,1.65625,False,True,8
 had been killed during the previous six months,"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", Engines,61819,19.75,gcg, days,"[1522, 61819, 16595, 41, 57769, 24600]",6,0.65625,False,True,8
. The Anglo @-@,"[204, 25, 390, 42991, 204, 43, 24, 43]", dood,48537,11.25,greedy,�,"[20589, 48537]",2,1.9296875,False,True,8
. The Anglo @-@,"[204, 25, 390, 42991, 204, 43, 24, 43]", sixth,16541,13.1875,gcg,@,"[43, 16541, 44010, 31148]",4,0.359375,False,True,8
. The Anglo @-@,"[204, 25, 390, 42991, 204, 43, 24, 43]",ORS,25241,14.4375,greedy,"""@","[42812, 25241]",2,2.796875,False,True,8
. The Anglo @-@,"[204, 25, 390, 42991, 204, 43, 24, 43]", certify,58528,16.0,gcg,@,"[43, 58528, 1, 34371, 58375, 30381]",6,0.111328125,False,True,8
12 st 9 lb ( ,"[928, 324, 204, 36, 20364, 204, 19, 204]",�,38210,17.375,gcg,…],"[5091, 102, 5807, 50353, 15130, 18659]",6,1.375,False,True,8
12 st 9 lb ( ,"[928, 324, 204, 36, 20364, 204, 19, 204]", personnal,48309,18.5,gcg, Barn,"[13312, 2937, 47487, 28542, 12034, 45029, 4, 574, 51826, 949]",10,7.21875,False,False,8
12 st 9 lb ( ,"[928, 324, 204, 36, 20364, 204, 19, 204]",stage,15870,19.5,gcg,street,"[33551, 40087, 17611, 15870, 11129, 23138, 49389, 20, 103, 31647]",10,2.890625,False,False,8
12 st 9 lb ( ,"[928, 324, 204, 36, 20364, 204, 19, 204]",kun,64061,21.125,gcg, ,"[204, 32086, 32065, 99, 21084, 30825, 49046, 4931, 27722, 43149]",10,12.5,False,False,8
" Studios, was released on 9 May ","[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]", hostage,46895,18.25,gcg,399,"[31411, 46895, 47498, 14902, 8851, 29896, 45250, 40709, 22352, 43494]",10,3.453125,False,False,10
" Studios, was released on 9 May ","[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]", campground,41706,19.125,gcg, teaser,"[47122, 56271, 34844, 4, 52861, 3756, 4171, 5397, 649, 5674]",10,9.1875,False,False,10
" Studios, was released on 9 May ","[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]", Seeing,26892,20.0,gcg, infographic,"[57965, 56372, 59895, 35050, 33082, 32093, 53332, 31306, 40703, 260]",10,10.375,False,False,10
" Studios, was released on 9 May ","[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]", quieres,48882,22.125,gcg,{#,"[38934, 2557, 54586, 18717, 742, 2856, 62089, 57923, 56102, 1497]",10,14.375,False,False,10
