question,question_ids,answer,answer_ids,base_loss,search_method,best_prompt,best_prompt_ids,prompt_length,prompted_loss,base_correct,prompt_correct,question_length
12 st 9 lb ( ,"[928, 324, 204, 36, 20364, 204, 19, 204]", verwendet,51938,21.25,gcg,══,"[57914, 40432, 64621, 26174, 4, 42106, 26048, 30189, 11741, 32512]",10,10.8125,False,False,8
" Studios, was released on 9 May ","[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]", benefits,3194,18.25,gcg, �,"[5052, 26013, 28295, 56761, 39143, 258, 4, 64251, 64375, 544]",10,11.8125,False,False,10
" Studios, was released on 9 May ","[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]", scan,8816,19.25,gcg, subscribe,"[14703, 5527, 57998, 33292, 139, 37544, 23540, 4, 5649, 52705]",10,6.125,False,False,10
" Studios, was released on 9 May ","[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]", Contributions,62030,20.125,gcg, Feb,"[3458, 4769, 49564, 57400, 20952, 33763, 35571, 2069, 10055, 6257]",10,5.0625,False,False,10
" Studios, was released on 9 May ","[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]", gehe,51308,22.375,gcg, HOT,"[43049, 70, 63108, 64978, 26719, 60454, 45214, 42252, 4, 50517]",10,14.625,False,False,10
" local buses, and from 5 April ","[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]", garages,58239,18.125,gcg, Circ,"[11374, 28817, 44871, 21193, 46552, 17280, 20786, 36326, 10615, 9872]",10,4.75,False,False,10
" local buses, and from 5 April ","[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]", bailout,61163,19.0,gcg,avin,"[23628, 32152, 61163, 16039, 1448, 31766, 5636, 58885, 204, 61163]",10,0.26171875,False,True,10
" local buses, and from 5 April ","[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]", Rena,25649,20.0,gcg,?],"[61478, 1272, 1001, 6714, 33632, 20990, 25649, 64917, 832, 13275]",10,1.765625,False,False,10
", and in 1935 the existence of","[204, 23, 273, 272, 204, 6128, 32, 248, 8508, 275]", Australian,8562,9.5,gcg, Austen,"[56413, 41817, 54983, 56481, 1042, 8562]",6,1.5390625,False,True,10
", and in 1935 the existence of","[204, 23, 273, 272, 204, 6128, 32, 248, 8508, 275]", Nairobi,47021,13.625,gcg,>>QUESTION<<,"[6, 4813, 10639, 18517, 6410, 36035]",6,1.328125,False,True,10
", and in 1935 the existence of","[204, 23, 273, 272, 204, 6128, 32, 248, 8508, 275]", huh,30759,16.125,gcg, Brit,"[3875, 39547, 62769, 30759]",4,1.21875,False,True,10
", and in 1935 the existence of","[204, 23, 273, 272, 204, 6128, 32, 248, 8508, 275]",uing,7447,18.625,gcg, such,"[963, 28738, 4985, 6991, 18363, 19561, 621, 38271, 40963, 8686]",10,3.734375,False,False,10
" patch of grass, one of the firemen","[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]", clip,11601,11.875,greedy, merci,"[47314, 50323, 17751]",3,2.359375,False,True,10
" patch of grass, one of the firemen","[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]", carefree,61818,15.875,gcg,men,"[3279, 61818, 46622, 46179]",4,0.671875,False,True,10
" patch of grass, one of the firemen","[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]", Edit,24061,17.5,gcg, Blanket,"[58180, 13319, 41978, 9823, 48200, 3579]",6,0.73828125,False,True,10
" patch of grass, one of the firemen","[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]",versal,62427,19.125,gcg, mechan,"[4368, 6125, 62427, 40857]",4,1.890625,False,True,10
 a part of the National Highway System as a principal arterial for its entire length ,"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", backing,17561,18.0,gcg, bew,"[19097, 308, 22508, 34095, 296, 60213, 34181, 55851, 60213, 204]",10,3.71875,False,False,16
 a part of the National Highway System as a principal arterial for its entire length ,"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", spacious,18211,19.625,gcg, lush,"[26393, 59926, 50017, 12945, 788, 43622, 15897, 204, 29271, 42396]",10,4.84375,False,False,16
 a part of the National Highway System as a principal arterial for its entire length ,"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", Lil,23380,20.625,gcg, stuff,"[3388, 204, 54439, 22765, 12920, 63933, 51923, 35808, 32543, 25866]",10,1.40625,False,True,16
 a part of the National Highway System as a principal arterial for its entire length ,"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]",Camp,20461,22.0,gcg, said,"[746, 14612, 29798, 39289, 29005, 17414, 8678, 27312, 80, 56385]",10,15.8125,False,False,16
= Specifications ( MiG @-@ 9 ) =,"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]", around,1111,13.1875,gcg, sensual,"[37345, 53702, 22388, 29105, 138, 52890, 10051, 34943]",8,0.609375,False,True,16
= Specifications ( MiG @-@ 9 ) =,"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]", reactive,33818,15.875,greedy, hover,"[25653, 3564, 61879]",3,1.2421875,False,True,16
= Specifications ( MiG @-@ 9 ) =,"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",cha,4733,17.625,gcg,CAR,"[22881, 25513, 26516, 4733]",4,0.67578125,False,True,16
= Specifications ( MiG @-@ 9 ) =,"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]", postcards,56670,19.375,gcg, postcards,"[56670, 1504, 43057, 20296]",4,1.6328125,False,True,16
andy. Finally Fulk achieved his goal through the marriage of Geoffrey and Mat,"[10058, 204, 25, 10008, 378, 20397, 8894, 545, 3481, 788, 248, 5838, 275, 59198, 273, 5972]",]],14952,21.625,gcg, Mat,"[5972, 60839, 35797, 61578, 20385, 4347, 1800, 23108]",8,1.046875,False,True,16
andy. Finally Fulk achieved his goal through the marriage of Geoffrey and Mat,"[10058, 204, 25, 10008, 378, 20397, 8894, 545, 3481, 788, 248, 5838, 275, 59198, 273, 5972]", faucet,32363,23.375,gcg, Fauc,"[64201, 63976, 31869, 503, 5972, 32363, 3183, 28372, 11877, 305]",10,0.01470947265625,False,True,16
andy. Finally Fulk achieved his goal through the marriage of Geoffrey and Mat,"[10058, 204, 25, 10008, 378, 20397, 8894, 545, 3481, 788, 248, 5838, 275, 59198, 273, 5972]", McK,16075,24.875,gcg,MAT,"[20919, 16075, 31919, 25208, 4, 18093, 40434, 27555]",8,0.69140625,False,True,16
andy. Finally Fulk achieved his goal through the marriage of Geoffrey and Mat,"[10058, 204, 25, 10008, 378, 20397, 8894, 545, 3481, 788, 248, 5838, 275, 59198, 273, 5972]", mammals,37897,27.375,gcg,–,"[600, 35482, 30726, 1758, 17500, 9026, 1911, 43608, 60438, 13791]",10,10.1875,False,False,16
" David Duchovny was pleased with the script, describing it as a","[4653, 361, 718, 620, 2713, 398, 9055, 335, 248, 6212, 204, 23, 16835, 334, 345, 241]", Dre,33875,15.5625,gcg, Dre,"[33875, 50871, 33875, 402, 814, 43824]",6,1.484375,False,True,16
" David Duchovny was pleased with the script, describing it as a","[4653, 361, 718, 620, 2713, 398, 9055, 335, 248, 6212, 204, 23, 16835, 334, 345, 241]", Vec,34262,17.75,gcg,KB,"[34831, 25614, 3368, 24764, 9055, 40475, 53926, 17067, 295, 34262]",10,1.578125,False,True,16
" David Duchovny was pleased with the script, describing it as a","[4653, 361, 718, 620, 2713, 398, 9055, 335, 248, 6212, 204, 23, 16835, 334, 345, 241]",ienen,15310,19.5,gcg,ed,"[269, 58430, 25881, 1618, 250, 43382, 38, 21713, 36441, 4796]",10,12.0,False,False,16
" David Duchovny was pleased with the script, describing it as a","[4653, 361, 718, 620, 2713, 398, 9055, 335, 248, 6212, 204, 23, 16835, 334, 345, 241]",umbles,34792,23.5,gcg,meg,"[31277, 4713, 17399, 30073, 9188, 24646, 35401, 31036, 13058, 46636]",10,10.4375,False,False,16
" was named to the pentathlon team, which also included future International Olympic Committee president Avery Brundage ","[398, 5200, 271, 248, 9587, 37404, 1255, 204, 23, 585, 614, 3345, 2108, 3864, 15789, 6628, 4179, 38161, 10960, 343, 484, 204]",bag,17071,18.25,gcg,blocked,"[44922, 32020, 3286, 57964, 1150, 46032, 48977, 72, 46692, 22958]",10,8.875,False,False,22
" was named to the pentathlon team, which also included future International Olympic Committee president Avery Brundage ","[398, 5200, 271, 248, 9587, 37404, 1255, 204, 23, 585, 614, 3345, 2108, 3864, 15789, 6628, 4179, 38161, 10960, 343, 484, 204]",avez,32407,19.25,gcg, �,"[38416, 422, 25467, 821, 16010, 5348, 50017, 43967, 36671, 43490]",10,13.375,False,False,22
" was named to the pentathlon team, which also included future International Olympic Committee president Avery Brundage ","[398, 5200, 271, 248, 9587, 37404, 1255, 204, 23, 585, 614, 3345, 2108, 3864, 15789, 6628, 4179, 38161, 10960, 343, 484, 204]", Ja,16284,20.375,gcg, Ja,"[16284, 204, 63459, 22, 4610, 26267]",6,1.21875,False,True,22
", a defector from the Church of Scientology provided the Sunday Times with internal documents detailing the smear campaign","[204, 23, 241, 984, 7856, 427, 248, 5222, 275, 12881, 1303, 2930, 248, 4657, 6683, 335, 5788, 5759, 27209, 248, 52350, 3942]", Can,1853,13.5625,gcg, cookbook,"[38062, 21327, 55727, 55286, 43306, 42846, 20290, 1853, 6370, 27182]",10,2.359375,False,False,22
", a defector from the Church of Scientology provided the Sunday Times with internal documents detailing the smear campaign","[204, 23, 241, 984, 7856, 427, 248, 5222, 275, 12881, 1303, 2930, 248, 4657, 6683, 335, 5788, 5759, 27209, 248, 52350, 3942]",六,24423,17.25,gcg,仿�,"[55478, 35233, 56093, 46365, 17087, 40955, 24423, 49662, 30909, 24117]",10,5.25,False,False,22
", a defector from the Church of Scientology provided the Sunday Times with internal documents detailing the smear campaign","[204, 23, 241, 984, 7856, 427, 248, 5222, 275, 12881, 1303, 2930, 248, 4657, 6683, 335, 5788, 5759, 27209, 248, 52350, 3942]",emente,17870,18.75,gcg, campaigning,"[48570, 3942, 8106, 45413, 36825, 60182, 17870, 63461, 37550, 26373]",10,0.5625,False,True,22
", a defector from the Church of Scientology provided the Sunday Times with internal documents detailing the smear campaign","[204, 23, 241, 984, 7856, 427, 248, 5222, 275, 12881, 1303, 2930, 248, 4657, 6683, 335, 5788, 5759, 27209, 248, 52350, 3942]",ynote,25951,20.0,gcg, onboarding,"[41710, 36507, 1564, 9575, 46304, 3847, 23560, 19573, 5993, 2258]",10,6.625,False,False,22
" were not representative of the air force. For a few days after the attack, the areas around the","[646, 416, 11093, 275, 248, 1829, 4091, 204, 25, 1133, 241, 1218, 1522, 852, 248, 3033, 204, 23, 248, 2698, 1111, 248]", heroic,37311,11.75,gcg,Hero,"[42431, 4655, 57534, 55935, 8888, 37311]",6,0.6640625,False,True,22
" were not representative of the air force. For a few days after the attack, the areas around the","[646, 416, 11093, 275, 248, 1829, 4091, 204, 25, 1133, 241, 1218, 1522, 852, 248, 3033, 204, 23, 248, 2698, 1111, 248]", infrastruct,41114,14.875,gcg, fasc,"[7718, 21984, 63877, 25541, 6579, 41114]",6,3.0625,False,True,22
" were not representative of the air force. For a few days after the attack, the areas around the","[646, 416, 11093, 275, 248, 1829, 4091, 204, 25, 1133, 241, 1218, 1522, 852, 248, 3033, 204, 23, 248, 2698, 1111, 248]",340,22996,17.25,gcg, intersect,"[40454, 26907, 11416, 12347, 1093, 34314]",6,0.75390625,False,True,22
" were not representative of the air force. For a few days after the attack, the areas around the","[646, 416, 11093, 275, 248, 1829, 4091, 204, 25, 1133, 241, 1218, 1522, 852, 248, 3033, 204, 23, 248, 2698, 1111, 248]",^^^^,54689,19.375,gcg, specifying,"[44691, 54689, 26054, 20051, 17729, 742]",6,2.1875,False,True,22
"s focus on "" lonely sadness "" ( koi ) was interpreted in a couple of ways","[94, 1966, 313, 204, 13, 21384, 24428, 204, 13, 204, 19, 429, 5214, 204, 20, 398, 23575, 272, 241, 2916, 275, 2498]", criticize,40619,15.6875,gcg, acknowled,"[10654, 52830, 42751, 22123, 40619, 61998, 59335, 692, 16113, 1553]",10,2.84375,False,False,22
"s focus on "" lonely sadness "" ( koi ) was interpreted in a couple of ways","[94, 1966, 313, 204, 13, 21384, 24428, 204, 13, 204, 19, 429, 5214, 204, 20, 398, 23575, 272, 241, 2916, 275, 2498]", Bryant,30744,17.625,gcg, BG,"[56538, 54154, 30744, 64387, 52629, 25863]",6,1.21875,False,True,22
"s focus on "" lonely sadness "" ( koi ) was interpreted in a couple of ways","[94, 1966, 313, 204, 13, 21384, 24428, 204, 13, 204, 19, 429, 5214, 204, 20, 398, 23575, 272, 241, 2916, 275, 2498]",�,207,18.75,gcg, OTHER,"[53878, 58148, 1956, 51051, 207, 47106, 5269, 49188, 14222, 14654]",10,7.15625,False,False,22
"s focus on "" lonely sadness "" ( koi ) was interpreted in a couple of ways","[94, 1966, 313, 204, 13, 21384, 24428, 204, 13, 204, 19, 429, 5214, 204, 20, 398, 23575, 272, 241, 2916, 275, 2498]",isters,7327,20.125,gcg,SUMMARY,"[54974, 36282, 2744, 6917, 7175, 243, 63069, 14493, 57171, 57427]",10,7.28125,False,False,22
" to be merged to form the new university, and there were other possible candidates for the presidency. Albert A. Murphree, president of Florida","[271, 314, 30245, 271, 1052, 248, 627, 7039, 204, 23, 273, 629, 646, 599, 1777, 7674, 312, 248, 30352, 204, 25, 17018, 317, 25, 7980, 747, 609, 204, 23, 4179, 275, 5837]", outline,16757,16.5,gcg,Changes,"[32301, 3501, 10950, 64658, 6234, 27146]",6,1.375,False,True,32
" to be merged to form the new university, and there were other possible candidates for the presidency. Albert A. Murphree, president of Florida","[271, 314, 30245, 271, 1052, 248, 627, 7039, 204, 23, 273, 629, 646, 599, 1777, 7674, 312, 248, 30352, 204, 25, 17018, 317, 25, 7980, 747, 609, 204, 23, 4179, 275, 5837]",č,3407,18.5,gcg,California,"[27418, 38961, 26344, 24417, 51266, 18658, 3416, 18271, 3407, 1096]",10,0.055908203125,False,True,32
" to be merged to form the new university, and there were other possible candidates for the presidency. Albert A. Murphree, president of Florida","[271, 314, 30245, 271, 1052, 248, 627, 7039, 204, 23, 273, 629, 646, 599, 1777, 7674, 312, 248, 30352, 204, 25, 17018, 317, 25, 7980, 747, 609, 204, 23, 4179, 275, 5837]", artículos,62895,19.875,gcg,Colorado,"[48488, 13183, 35191, 4029, 28387, 18189, 32774, 42593, 35707, 24]",10,8.5,False,False,32
" to be merged to form the new university, and there were other possible candidates for the presidency. Albert A. Murphree, president of Florida","[271, 314, 30245, 271, 1052, 248, 627, 7039, 204, 23, 273, 629, 646, 599, 1777, 7674, 312, 248, 30352, 204, 25, 17018, 317, 25, 7980, 747, 609, 204, 23, 4179, 275, 5837]",正是,59890,22.0,gcg, prima,"[13180, 20513, 8888, 9455, 4972, 51208, 871, 35733, 3997, 39229]",10,11.0625,False,False,32
" The guitar solo of "" Fix You "" is currently used as the player introduction at all of the National Hockey League's Montreal Canadiens ","[390, 9556, 6522, 275, 204, 13, 17004, 781, 204, 13, 304, 3250, 1042, 345, 248, 3850, 9705, 388, 455, 275, 248, 2926, 27903, 7036, 204, 18, 94, 23160, 1853, 12625, 594, 204]",pan,5060,18.125,gcg, intervene,"[38023, 24961, 30773, 17280, 23160, 29007, 16253, 12494, 40322, 39691]",10,12.1875,False,False,32
" The guitar solo of "" Fix You "" is currently used as the player introduction at all of the National Hockey League's Montreal Canadiens ","[390, 9556, 6522, 275, 204, 13, 17004, 781, 204, 13, 304, 3250, 1042, 345, 248, 3850, 9705, 388, 455, 275, 248, 2926, 27903, 7036, 204, 18, 94, 23160, 1853, 12625, 594, 204]", OWN,55182,19.375,gcg, thereby,"[15343, 594, 19290, 19612, 51642, 50230, 12564, 36825, 8419, 24185]",10,11.3125,False,False,32
" The guitar solo of "" Fix You "" is currently used as the player introduction at all of the National Hockey League's Montreal Canadiens ","[390, 9556, 6522, 275, 204, 13, 17004, 781, 204, 13, 304, 3250, 1042, 345, 248, 3850, 9705, 388, 455, 275, 248, 2926, 27903, 7036, 204, 18, 94, 23160, 1853, 12625, 594, 204]", extinct,47302,20.625,gcg,      ,"[8432, 30160, 17425, 49809, 43437, 45101, 37408, 28814, 36833, 379]",10,14.9375,False,False,32
" The guitar solo of "" Fix You "" is currently used as the player introduction at all of the National Hockey League's Montreal Canadiens ","[390, 9556, 6522, 275, 204, 13, 17004, 781, 204, 13, 304, 3250, 1042, 345, 248, 3850, 9705, 388, 455, 275, 248, 2926, 27903, 7036, 204, 18, 94, 23160, 1853, 12625, 594, 204]", Bodies,58866,23.375,gcg, ds,"[36190, 23710, 14384, 760, 59465, 44362, 13798, 54219, 39703, 43288]",10,16.125,False,False,32
 NY 23 in western Columbia County. The route separates from NY 23 south of Hudson and rejoins its parent east of the village in Claverack,"[6577, 204, 1871, 272, 11627, 12360, 3402, 204, 25, 390, 7128, 38721, 427, 6577, 204, 1871, 6520, 275, 22470, 273, 31317, 965, 701, 2386, 10001, 275, 248, 7997, 272, 1156, 11652, 448]", probable,19570,17.875,gcg,––,"[29402, 20628, 1972, 13773, 54602, 49412, 45906, 54810, 50833, 62762]",10,6.0,False,False,32
 NY 23 in western Columbia County. The route separates from NY 23 south of Hudson and rejoins its parent east of the village in Claverack,"[6577, 204, 1871, 272, 11627, 12360, 3402, 204, 25, 390, 7128, 38721, 427, 6577, 204, 1871, 6520, 275, 22470, 273, 31317, 965, 701, 2386, 10001, 275, 248, 7997, 272, 1156, 11652, 448]", mundane,38040,19.25,gcg, accomplishment,"[29795, 544, 61578, 48329, 46547, 6794, 28788, 55807, 46547, 44044]",10,7.6875,False,False,32
 NY 23 in western Columbia County. The route separates from NY 23 south of Hudson and rejoins its parent east of the village in Claverack,"[6577, 204, 1871, 272, 11627, 12360, 3402, 204, 25, 390, 7128, 38721, 427, 6577, 204, 1871, 6520, 275, 22470, 273, 31317, 965, 701, 2386, 10001, 275, 248, 7997, 272, 1156, 11652, 448]", bodily,24712,20.5,gcg, inex,"[29161, 40049, 30478, 25550, 27331, 11761, 43631, 22856, 7378, 24712]",10,4.9375,False,False,32
" viable today. Seismic stations have been maintained on Hawaiʻi since the Observatory's inception, but these were concentrated primarily on Kī","[18126, 1722, 204, 25, 1154, 41912, 11226, 413, 650, 11131, 313, 12705, 144, 131, 84, 1428, 248, 45958, 204, 18, 94, 30636, 204, 23, 480, 783, 646, 20664, 8708, 313, 531, 35206]", but,480,14.9375,gcg,ink,"[639, 3945, 44635, 11361, 5986, 57223, 480, 55943]",8,0.234375,False,True,32
" viable today. Seismic stations have been maintained on Hawaiʻi since the Observatory's inception, but these were concentrated primarily on Kī","[18126, 1722, 204, 25, 1154, 41912, 11226, 413, 650, 11131, 313, 12705, 144, 131, 84, 1428, 248, 45958, 204, 18, 94, 30636, 204, 23, 480, 783, 646, 20664, 8708, 313, 531, 35206]", Chap,14921,18.875,gcg, primarily,"[8708, 30644, 16484, 249, 24092, 14921, 5202, 192]",8,1.0078125,False,True,32
" viable today. Seismic stations have been maintained on Hawaiʻi since the Observatory's inception, but these were concentrated primarily on Kī","[18126, 1722, 204, 25, 1154, 41912, 11226, 413, 650, 11131, 313, 12705, 144, 131, 84, 1428, 248, 45958, 204, 18, 94, 30636, 204, 23, 480, 783, 646, 20664, 8708, 313, 531, 35206]",Mut,23925,20.625,gcg,ī,"[35206, 23925, 46916, 10080, 531, 949]",6,0.50390625,False,True,32
" viable today. Seismic stations have been maintained on Hawaiʻi since the Observatory's inception, but these were concentrated primarily on Kī","[18126, 1722, 204, 25, 1154, 41912, 11226, 413, 650, 11131, 313, 12705, 144, 131, 84, 1428, 248, 45958, 204, 18, 94, 30636, 204, 23, 480, 783, 646, 20664, 8708, 313, 531, 35206]",UINT,63949,22.375,gcg, Ki,"[24092, 54974, 13062, 47418, 16481, 445, 46882, 34176, 58898, 39149]",10,8.0,False,False,32
