question_ids,question,answer_ids,answer,question_length,_base_rank
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",9252, minimal,8,21
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",545, his,8,22
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",6976, relatively,8,23
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",15557, widespread,8,24
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",701, its,8,25
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",13690, moderate,8,26
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",267, an,8,27
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",9540, largely,8,28
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",3795, lack,8,29
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",822, good,8,30
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",830, even,8,31
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",204, ,8,32
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",2376, almost,8,33
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",24760, disappointing,8,34
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",50500, rave,8,35
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",2589, significant,8,36
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",15774, praise,8,37
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",2229, bad,8,38
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",39771, mediocre,8,39
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",4416, commercial,8,40
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",17332, modest,8,41
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",7992, mainly,8,42
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",3089, lower,8,43
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",2127, strong,8,44
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",3436, wide,8,45
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",1825, far,8,46
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",4892, heavy,8,47
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",6167, minor,8,48
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",1286, better,8,49
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",1382, another,8,50
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",860, many,8,51
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",2515, further,8,52
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",25,.,8,53
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",13321, considerable,8,54
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",914, great,8,55
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",986, high,8,56
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",3197, attention,8,57
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",3502, international,8,58
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",9959, mild,8,59
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",4385, greater,8,60
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",2432, nothing,8,61
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",645, just,8,62
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",11747, wider,8,63
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",24296, acclaim,8,64
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",14080, harsh,8,65
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",41732, backlash,8,66
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",193,"
",8,67
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",1988, several,8,68
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",53363, unfavorable,8,69
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",7733, fairly,8,70
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",240, t,8,71
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",54516, scant,8,72
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",334, it,8,73
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",2084, major,8,74
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,25,.,8,0
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,23,",",8,1
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,272, in,8,2
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,273, and,8,3
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,204, ,8,4
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,431, by,8,5
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,38,;,8,6
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,275, of,8,7
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,646, were,8,8
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,398, was,8,9
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,345, as,8,10
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,791,—,8,11
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,6873,.[,8,12
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,42,?,8,13
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,37,:,8,14
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,861,".""",8,15
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,875, because,8,16
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,618, had,8,17
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,271, to,8,18
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,379, or,8,19
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,2159, due,8,20
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,312, for,8,21
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,661, than,8,22
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,388, at,8,23
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,997,.”,8,24
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,193,"
",8,25
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,1093, while,8,26
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,427, from,8,27
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,313, on,8,28
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,335, with,8,29
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,1311,",""",8,30
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,3830, alone,8,31
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,304, is,8,32
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,852, after,8,33
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,1296,",”",8,34
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,325, that,8,35
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,12,!,8,36
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,480, but,8,37
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,691,).,8,38
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,20,),8,39
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,635, when,8,40
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,362, are,8,41
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,631, would,8,42
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,813, under,8,43
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,563,--,8,44
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,513,..,8,45
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,996, before,8,46
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,770,"),",8,47
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,951,...,8,48
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,4354, compared,8,49
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,1365, during,8,50
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,248, the,8,51
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,18,',8,52
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,788, through,8,53
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,5414,.',8,54
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,24,-,8,55
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,1428, since,8,56
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,13,"""",8,57
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,2746,.),8,58
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,2938, according,8,59
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,898,…,8,60
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,629, there,8,61
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,413, have,8,62
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,765, could,8,63
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,569, who,8,64
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,565, if,8,65
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,1858, along,8,66
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,585, which,8,67
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,504, has,8,68
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,485, so,8,69
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,2397, period,8,70
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,1315, without,8,71
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,329,’,8,72
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,2369, among,8,73
"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", had been killed during the previous six months,486,”,8,74
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,204, ,8,0
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,24,-,8,1
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,193,"
",8,2
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,304, is,8,3
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,25,.,8,4
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,23,",",8,5
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,273, and,8,6
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,2281, American,8,7
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,94,s,8,8
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,12,!,8,9
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,5506, Chinese,8,10
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,398, was,8,11
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,390, The,8,12
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,362, are,8,13
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,248, the,8,14
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,37,:,8,15
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,295, I,8,16
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,504, has,8,17
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,18,',8,18
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,20,),8,19
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,692, people,8,20
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,42991, Anglo,8,21
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,26,/,8,22
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,257,an,8,23
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,275, of,8,24
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,6944, Japanese,8,25
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,42,?,8,26
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,43,@,8,27
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,6667, Americans,8,28
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,38,;,8,29
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,5958, symbol,8,30
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,272, in,8,31
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,76,a,8,32
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,451, will,8,33
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,379, or,8,34
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,951,...,8,35
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,74,_,8,36
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,11,<|endoftext|>,8,37
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,317, A,8,38
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,14,#,8,39
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,241, a,8,40
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,563,--,8,41
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,13,"""",8,42
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,1408, group,8,43
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,4,>>COMMENT<<,8,44
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,19,(,8,45
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,4673, Indian,8,46
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,84,i,8,47
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,1986, community,8,48
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,89,n,8,49
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,329,’,8,50
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,19783, Indians,8,51
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,3599, language,8,52
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,1147, sign,8,53
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,271, to,8,54
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,28,1,8,55
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,6438, German,8,56
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,341, B,8,57
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,78,c,8,58
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,12256,-.,8,59
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,418, can,8,60
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,302, S,8,61
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,3922, culture,8,62
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,358,ers,8,63
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,44,A,8,64
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,90,o,8,65
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,10002,American,8,66
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,5063, French,8,67
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,325, that,8,68
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,246,er,8,69
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,33567, dialect,8,70
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,247, s,8,71
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,319, C,8,72
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,3328, America,8,73
"[204, 25, 390, 42991, 204, 43, 24, 43]",. The Anglo @-@,73,^,8,74
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,33,6,8,0
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,32,5,8,1
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,28,1,8,2
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,29,2,8,3
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,30,3,8,4
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,31,4,8,5
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,34,7,8,6
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,35,8,8,7
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,36,9,8,8
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,27,0,8,9
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,696,10,8,10
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,1069,11,8,11
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,928,12,8,12
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,22,+,8,13
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,1121,18,8,14
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,1243,16,8,15
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,1030,15,8,16
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,423,20,8,17
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,1313,13,8,18
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,660,19,8,19
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,1279,14,8,20
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,1392,17,8,21
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,24,-,8,22
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,1671,22,8,23
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,1938,60,8,24
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,1395,25,8,25
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,2126,26,8,26
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,1463,24,8,27
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,3306,64,8,28
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,5831,57,8,29
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,1868,21,8,30
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,1871,23,8,31
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,7962,63,8,32
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,5768,58,8,33
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,5587,59,8,34
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,4224,65,8,35
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,6134,68,8,36
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,7892,61,8,37
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,2086,28,8,38
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,2102,27,8,39
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,15,$,8,40
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,626,201,8,41
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,19,(,8,42
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,7720,62,8,43
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,2237,29,8,44
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,1067,30,8,45
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,2485,32,8,46
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,5175,66,8,47
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,853,200,8,48
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,5499,56,8,49
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,6698,54,8,50
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,2693,70,8,51
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,25,.,8,52
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,20993,158,8,53
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,2791,31,8,54
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,3690,55,8,55
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,26,/,8,56
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,105,~,8,57
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,6373,67,8,58
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,1223,50,8,59
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,6186,69,8,60
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,4737,150,8,61
"[928, 324, 204, 36, 20364, 204, 19, 204]",12 st 9 lb ( ,6265,52,8,62
