question_ids,question,answer_ids,answer,question_length,_base_rank
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",986, high,8,59
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",860, many,8,60
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",47606, favourable,8,61
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",847, two,8,62
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",13321, considerable,8,63
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",3436, wide,8,64
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",41732, backlash,8,65
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",1829, air,8,66
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",43066, overwhelmingly,8,67
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",9959, mild,8,68
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",17386, considerably,8,69
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",1382, another,8,70
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",240, t,8,71
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",44176, midd,8,72
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",3608, average,8,73
"[1863, 545, 9654, 5026, 204, 23, 480, 3245]"," following his debut album, but received",334, it,8,74
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",626,201,10,0
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",853,200,10,1
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",1840,199,10,2
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",23,",",10,3
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",2747,198,10,4
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",905,202,10,5
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",70,[,10,6
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",3344,197,10,7
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",25,.,10,8
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",3954,196,10,9
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",19,(,10,10
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",5021,195,10,11
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",5387,194,10,12
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",38,;,10,13
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",6128,193,10,14
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",423,20,10,15
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",898,…,10,16
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",29,2,10,17
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",28,1,10,18
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",951,...,10,19
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",30,3,10,20
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",6182,192,10,21
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",791,—,10,22
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",600,–,10,23
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",6474,191,10,24
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",513,..,10,25
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",24,-,10,26
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",31,4,10,27
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",13,"""",10,28
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",696,10,10,29
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",31847,",[",10,30
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",35,8,10,31
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",928,12,10,32
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",1243,16,10,33
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",1069,11,10,34
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",660,19,10,35
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",1121,18,10,36
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",36,9,10,37
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",32,5,10,38
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",1313,13,10,39
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",7001,190,10,40
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",5689,….,10,41
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",1030,15,10,42
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",3614,09,10,43
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",33,6,10,44
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",1868,21,10,45
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",1392,17,10,46
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",37,:,10,47
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",6873,.[,10,48
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",1279,14,10,49
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",34,7,10,50
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",12,!,10,51
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",18,',10,52
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",5154,[…],10,53
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",9695,189,10,54
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",2791,31,10,55
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",2497,....,10,56
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",10661,187,10,57
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",9963,",.",10,58
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",1671,22,10,59
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",2102,27,10,60
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",9892,188,10,61
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",4100,·,10,62
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",4278,[],10,63
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",26,/,10,64
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",10380,186,10,65
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",488,“,10,66
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",1067,30,10,67
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",4753,().,10,68
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",3739,08,10,69
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",1395,25,10,70
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",2086,28,10,71
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",20,),10,72
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",1871,23,10,73
"[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]"," Studios, was released on 9 May ",1463,24,10,74
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,19,(,16,0
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,70,[,16,1
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,600,–,16,2
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,24,-,16,3
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,25,.,16,4
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,791,—,16,5
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,951,...,16,6
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,563,--,16,7
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,23,",",16,8
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,898,…,16,9
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,2291,•,16,10
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,38,;,16,11
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,13,"""",16,12
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,4753,().,16,13
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,17,&,16,14
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,28,1,16,15
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,19778,[[,16,16
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,30,3,16,17
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,29,2,16,18
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,10510,([,16,19
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,37,:,16,20
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,21,*,16,21
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,1672,"(""",16,22
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,25858,(#,16,23
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,31,4,16,24
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,47388,(~,16,25
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,3866,($,16,26
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,6873,.[,16,27
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,1152,(),16,28
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,62155,(>,16,29
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,103,|,16,30
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,22633,(.,16,31
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,763,**,16,32
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,14,#,16,33
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,32,5,16,34
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,5154,[…],16,35
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,488,“,16,36
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,26,/,16,37
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,513,..,16,38
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,33,6,16,39
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,4100,·,16,40
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,27,0,16,41
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,13190,[...],16,42
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,17764,(+,16,43
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,4278,[],16,44
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,39,<,16,45
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,2497,....,16,46
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,36,9,16,47
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,11212,(“,16,48
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,35,8,16,49
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,34,7,16,50
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,39207,(<,16,51
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,1069,11,16,52
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,72,],16,53
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,42,?,16,54
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,5636,"(),",16,55
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,20,),16,56
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,928,12,16,57
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,696,10,16,58
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,73,^,16,59
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,1463,24,16,60
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,691,).,16,61
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,1313,13,16,62
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,853,200,16,63
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,15,$,16,64
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,5689,….,16,65
